,random_right,random_bottom,center_bottom,center_right,random_up,random_left,center_left,center_up
140040,10,6,4,2,26,1,16,28
140041,11,23,4,2,9,3,16,28
140042,0,18,4,2,14,14,16,28
140043,2,29,4,2,3,0,16,28
140044,4,26,4,2,6,14,16,28
140045,2,24,4,2,8,16,16,28
140046,1,0,4,2,32,17,16,28
140047,1,2,4,2,22,13,16,28
140048,12,4,4,2,28,0,16,28
140049,17,31,4,2,1,1,16,28
140050,3,18,4,2,3,2,16,28
140051,6,23,4,2,0,12,16,28
140052,19,0,4,2,32,0,16,28
140053,4,19,4,2,13,1,16,28
140054,2,23,4,2,9,16,16,28
140055,7,3,4,2,3,1,16,28
140056,0,3,4,2,29,18,16,28
140057,15,11,4,2,21,0,16,28
140058,2,3,4,2,9,4,16,28
140059,0,9,4,2,23,18,16,28
140060,2,15,4,2,17,3,16,28
140061,2,1,4,2,31,16,16,28
140062,9,1,4,2,20,2,16,28
140063,0,11,4,2,21,18,16,28
140064,1,1,4,2,23,13,16,28
140065,0,4,4,2,28,11,16,28
140066,5,8,4,2,4,0,16,28
140067,8,6,4,2,6,10,16,28
140068,1,29,4,2,3,3,16,28
140069,5,5,4,2,7,0,16,28
140070,5,0,4,2,7,4,16,28
140071,19,30,4,2,2,0,16,28
140072,0,16,4,2,16,14,16,28
140073,10,6,4,2,0,2,16,28
140074,2,8,4,2,15,12,16,28
140075,3,21,4,2,11,11,16,28
140076,1,5,4,2,19,13,16,28
140077,13,21,4,2,11,1,16,28
140078,11,23,4,2,9,3,16,28
140079,4,8,4,2,4,1,16,28
140080,6,1,4,2,25,0,16,28
140081,10,24,4,2,8,4,16,28
140082,6,11,4,2,1,2,16,28
140083,2,8,4,2,24,16,16,28
140084,11,7,4,2,25,0,16,28
140085,9,5,4,2,16,2,16,28
140086,2,1,4,2,31,16,16,28
140087,1,26,4,2,6,17,16,28
140088,18,31,4,2,1,0,16,28
140089,1,22,4,2,10,17,16,28
140090,0,11,4,2,21,14,16,28
140091,3,24,4,2,8,11,16,28
140092,2,19,4,2,13,3,16,28
140093,18,30,4,2,2,0,16,28
140094,2,2,4,2,21,12,16,28
140095,2,7,4,2,5,4,16,28
140096,1,4,4,2,20,13,16,28
140097,0,23,4,2,9,14,16,28
140098,8,10,4,2,2,10,16,28
140099,1,30,4,2,2,17,16,28
140100,9,10,4,2,16,0,16,28
140101,0,18,4,2,14,18,16,28
140102,2,31,4,2,1,16,16,28
140103,7,26,4,2,6,11,16,28
140104,1,4,4,2,28,17,16,28
140105,5,15,4,2,17,0,16,28
140106,8,6,4,2,26,3,16,28
140107,4,5,4,2,27,14,16,28
140108,3,8,4,2,4,2,16,28
140109,2,23,4,2,9,0,16,28
140110,10,6,4,2,0,2,16,28
140111,5,0,4,2,1,13,16,28
140112,0,24,4,2,8,1,16,28
140113,14,30,4,2,2,4,16,28
140114,4,13,4,2,19,1,16,28
140115,11,7,4,2,25,0,16,28
140116,0,2,4,2,30,18,16,28
140117,1,2,4,2,22,13,16,28
140118,1,25,4,2,7,0,16,28
140119,15,10,4,2,22,0,16,28
140120,3,23,4,2,9,11,16,28
140121,1,2,4,2,10,10,16,28
140122,2,15,4,2,8,12,16,28
140123,4,3,4,2,29,14,16,28
140124,12,1,4,2,31,0,16,28
140125,8,6,4,2,6,10,16,28
140126,4,18,4,2,14,1,16,28
140127,10,2,4,2,0,2,16,28
140128,14,9,4,2,23,0,16,28
140129,0,28,4,2,4,4,16,28
140130,15,31,4,2,1,3,16,28
140131,0,13,4,2,19,14,16,28
140132,1,8,4,2,16,13,16,28
140133,7,32,4,2,0,11,16,28
140134,6,4,4,2,2,2,16,28
140135,2,13,4,2,10,12,16,28
140136,0,30,4,2,2,18,16,28
140137,10,2,4,2,0,2,16,28
140138,2,6,4,2,17,12,16,28
140139,8,7,4,2,25,3,16,28
140140,9,2,4,2,0,4,16,28
140141,4,3,4,2,9,10,16,28
140142,3,3,4,2,4,0,16,28
140143,4,3,4,2,9,1,16,28
140144,1,30,4,2,2,17,16,28
140145,4,11,4,2,1,10,16,28
140146,2,14,4,2,18,16,16,28
140147,5,1,4,2,0,13,16,28
140148,2,6,4,2,26,16,16,28
140149,18,0,4,2,32,0,16,28
140150,9,6,4,2,15,2,16,28
140151,10,0,4,2,12,2,16,28
140152,2,25,4,2,7,16,16,28
140153,1,22,4,2,10,0,16,28
140154,1,4,4,2,28,17,16,28
140155,0,15,4,2,17,18,16,28
140156,18,30,4,2,2,0,16,28
140157,2,1,4,2,31,16,16,28
140158,17,32,4,2,0,1,16,28
140159,18,0,4,2,32,0,16,28
140160,12,12,4,2,9,2,16,28
140161,2,11,4,2,12,12,16,28
140162,10,9,4,2,23,4,16,28
140163,5,24,4,2,0,13,16,28
140164,1,5,4,2,19,13,16,28
140165,4,0,4,2,32,14,16,28
140166,10,9,4,2,23,4,16,28
140167,18,31,4,2,1,0,16,28
140168,2,4,4,2,28,16,16,28
140169,4,29,4,2,3,14,16,28
140170,6,2,4,2,24,0,16,28
140171,7,0,4,2,6,1,16,28
140172,3,5,4,2,2,0,16,28
140173,14,20,4,2,12,0,16,28
140174,2,16,4,2,16,3,16,28
140175,3,16,4,2,16,11,16,28
140176,5,11,4,2,1,4,16,28
140177,2,2,4,2,30,16,16,28
140178,10,10,4,2,22,4,16,28
140179,5,24,4,2,0,13,16,28
140180,0,8,4,2,24,18,16,28
140181,8,7,4,2,25,3,16,28
140182,7,26,4,2,6,11,16,28
140183,2,23,4,2,9,0,16,28
140184,3,2,4,2,5,0,16,28
140185,2,23,4,2,9,0,16,28
140186,2,13,4,2,19,16,16,28
140187,4,31,4,2,1,14,16,28
140188,6,13,4,2,19,0,16,28
140189,7,2,4,2,30,4,16,28
140190,0,19,4,2,13,18,16,28
140191,2,30,4,2,2,16,16,28
140192,1,23,4,2,9,17,16,28
140193,12,12,4,2,9,2,16,28
140194,3,21,4,2,11,11,16,28
140195,0,10,4,2,22,18,16,28
140196,11,5,4,2,1,1,16,28
140197,7,7,4,2,25,4,16,28
140198,5,24,4,2,0,13,16,28
140199,4,5,4,2,27,14,16,28
140200,15,32,4,2,0,3,16,28
140201,12,4,4,2,28,0,16,28
140202,6,17,4,2,6,12,16,28
140203,14,31,4,2,1,4,16,28
140204,0,21,4,2,11,18,16,28
140205,1,2,4,2,30,17,16,28
140206,2,5,4,2,7,4,16,28
140207,2,16,4,2,16,16,16,28
140208,3,1,4,2,11,2,16,28
140209,0,31,4,2,1,18,16,28
140210,2,13,4,2,19,3,16,28
140211,0,15,4,2,17,18,16,28
140212,12,5,4,2,1,0,16,28
140213,5,10,4,2,2,4,16,28
140214,13,9,4,2,23,1,16,28
140215,2,3,4,2,29,16,16,28
140216,0,2,4,2,30,18,16,28
140217,13,9,4,2,23,1,16,28
140218,12,20,4,2,1,2,16,28
140219,6,0,4,2,0,12,16,28
140220,11,0,4,2,12,1,16,28
140221,2,6,4,2,6,4,16,28
140222,11,24,4,2,8,3,16,28
140223,3,13,4,2,19,11,16,28
140224,17,30,4,2,2,1,16,28
140225,7,27,4,2,5,11,16,28
140226,1,3,4,2,21,13,16,28
140227,17,0,4,2,32,1,16,28
140228,2,3,4,2,29,16,16,28
140229,6,20,4,2,3,12,16,28
140230,2,15,4,2,17,3,16,28
140231,4,2,4,2,10,10,16,28
140232,8,5,4,2,7,10,16,28
140233,11,2,4,2,0,1,16,28
140234,8,2,4,2,4,0,16,28
140235,11,2,4,2,30,0,16,28
140236,6,22,4,2,1,12,16,28
140237,11,11,4,2,21,3,16,28
140238,3,1,4,2,11,2,16,28
140239,0,11,4,2,21,14,16,28
140240,19,31,4,2,1,0,16,28
140241,1,26,4,2,6,17,16,28
140242,13,12,4,2,20,1,16,28
140243,9,7,4,2,14,2,16,28
140244,5,20,4,2,4,13,16,28
140245,9,0,4,2,12,4,16,28
140246,6,18,4,2,5,12,16,28
140247,9,1,4,2,20,2,16,28
140248,7,8,4,2,24,4,16,28
140249,1,6,4,2,26,17,16,28
140250,12,3,4,2,29,0,16,28
140251,0,30,4,2,2,18,16,28
140252,3,4,4,2,3,0,16,28
140253,18,0,4,2,32,0,16,28
140254,0,5,4,2,27,18,16,28
140255,10,0,4,2,12,2,16,28
140256,0,2,4,2,30,18,16,28
140257,19,0,4,2,32,0,16,28
140258,0,22,4,2,10,18,16,28
140259,2,21,4,2,11,16,16,28
140260,5,18,4,2,6,13,16,28
140261,4,26,4,2,6,14,16,28
140262,17,30,4,2,2,1,16,28
140263,2,9,4,2,14,12,16,28
140264,3,3,4,2,9,2,16,28
140265,3,2,4,2,5,0,16,28
140266,1,5,4,2,19,13,16,28
140267,1,18,4,2,14,4,16,28
140268,4,7,4,2,5,1,16,28
140269,11,10,4,2,22,3,16,28
140270,0,20,4,2,12,14,16,28
140271,7,31,4,2,1,11,16,28
140272,0,7,4,2,25,11,16,28
140273,4,1,4,2,11,1,16,28
140274,2,30,4,2,2,16,16,28
140275,1,8,4,2,16,13,16,28
140276,2,10,4,2,13,12,16,28
140277,11,24,4,2,8,3,16,28
140278,11,7,4,2,25,0,16,28
140279,5,23,4,2,1,13,16,28
140280,5,11,4,2,1,4,16,28
140281,3,13,4,2,8,2,16,28
140282,12,11,4,2,10,2,16,28
140283,0,28,4,2,4,4,16,28
140284,4,3,4,2,9,10,16,28
140285,6,14,4,2,18,0,16,28
140286,0,3,4,2,29,18,16,28
140287,1,8,4,2,16,13,16,28
140288,11,2,4,2,0,1,16,28
140289,1,7,4,2,5,10,16,28
140290,0,14,4,2,18,18,16,28
140291,0,13,4,2,19,14,16,28
140292,2,25,4,2,7,16,16,28
140293,0,3,4,2,29,11,16,28
140294,0,0,4,2,32,18,16,28
140295,2,5,4,2,18,12,16,28
140296,12,21,4,2,0,2,16,28
140297,0,7,4,2,25,11,16,28
140298,6,9,4,2,3,2,16,28
140299,6,14,4,2,18,0,16,28
140300,1,8,4,2,16,13,16,28
140301,3,7,4,2,5,2,16,28
140302,2,16,4,2,16,16,16,28
140303,4,13,4,2,19,1,16,28
140304,3,6,4,2,1,0,16,28
140305,16,1,4,2,1,2,16,28
140306,6,3,4,2,23,0,16,28
140307,0,23,4,2,9,18,16,28
140308,11,0,4,2,2,1,16,28
140309,7,0,4,2,6,1,16,28
140310,10,10,4,2,22,4,16,28
140311,3,3,4,2,4,0,16,28
140312,8,2,4,2,30,3,16,28
140313,1,12,4,2,20,17,16,28
140314,2,13,4,2,19,3,16,28
140315,0,11,4,2,21,14,16,28
140316,2,26,4,2,6,0,16,28
140317,4,25,4,2,7,14,16,28
140318,6,23,4,2,0,12,16,28
140319,19,0,4,2,32,0,16,28
140320,0,11,4,2,21,14,16,28
140321,0,10,4,2,22,14,16,28
140322,1,8,4,2,24,17,16,28
140323,6,2,4,2,4,2,16,28
140324,8,12,4,2,0,10,16,28
140325,5,9,4,2,3,4,16,28
140326,1,29,4,2,3,0,16,28
140327,1,1,4,2,31,17,16,28
140328,0,9,4,2,23,18,16,28
140329,1,8,4,2,16,13,16,28
140330,3,13,4,2,19,11,16,28
140331,5,21,4,2,3,13,16,28
140332,0,18,4,2,8,0,16,28
140333,1,8,4,2,16,13,16,28
140334,3,6,4,2,1,0,16,28
140335,2,15,4,2,8,12,16,28
140336,13,20,4,2,12,1,16,28
140337,3,17,4,2,4,2,16,28
140338,5,4,4,2,8,0,16,28
140339,5,21,4,2,3,13,16,28
140340,1,21,4,2,11,17,16,28
140341,5,0,4,2,1,13,16,28
140342,4,28,4,2,4,14,16,28
140343,1,5,4,2,27,17,16,28
140344,8,8,4,2,24,3,16,28
140345,15,11,4,2,21,0,16,28
140346,11,2,4,2,30,0,16,28
140347,6,0,4,2,0,12,16,28
140348,10,5,4,2,1,2,16,28
140349,6,19,4,2,13,0,16,28
140350,6,14,4,2,18,0,16,28
140351,11,2,4,2,0,1,16,28
140352,7,5,4,2,27,4,16,28
140353,3,2,4,2,5,0,16,28
140354,0,11,4,2,21,14,16,28
140355,19,31,4,2,1,0,16,28
140356,0,11,4,2,21,18,16,28
140357,6,18,4,2,5,12,16,28
140358,1,19,4,2,13,17,16,28
140359,3,0,4,2,7,0,16,28
140360,10,11,4,2,21,4,16,28
140361,6,2,4,2,24,0,16,28
140362,3,5,4,2,7,2,16,28
140363,0,17,4,2,9,0,16,28
140364,4,29,4,2,3,14,16,28
140365,2,3,4,2,29,16,16,28
140366,6,19,4,2,13,0,16,28
140367,5,20,4,2,4,13,16,28
140368,2,4,4,2,8,4,16,28
140369,6,0,4,2,0,12,16,28
140370,7,11,4,2,1,1,16,28
140371,2,6,4,2,17,12,16,28
140372,2,10,4,2,13,12,16,28
140373,6,6,4,2,20,0,16,28
140374,0,11,4,2,21,14,16,28
140375,12,2,4,2,30,0,16,28
140376,2,8,4,2,15,12,16,28
140377,11,3,4,2,29,0,16,28
140378,3,14,4,2,18,11,16,28
140379,8,2,4,2,30,3,16,28
140380,9,0,4,2,2,4,16,28
140381,7,12,4,2,0,1,16,28
140382,18,31,4,2,1,0,16,28
140383,3,7,4,2,0,0,16,28
140384,2,10,4,2,13,12,16,28
140385,6,12,4,2,0,2,16,28
140386,0,28,4,2,4,4,16,28
140387,13,20,4,2,12,1,16,28
140388,12,9,4,2,12,2,16,28
140389,9,12,4,2,14,0,16,28
140390,0,6,4,2,26,18,16,28
140391,10,5,4,2,1,2,16,28
140392,18,32,4,2,0,0,16,28
140393,0,29,4,2,3,18,16,28
140394,11,0,4,2,2,1,16,28
140395,0,8,4,2,24,11,16,28
140396,14,31,4,2,1,4,16,28
140397,14,30,4,2,2,4,16,28
140398,4,30,4,2,2,14,16,28
140399,1,2,4,2,10,10,16,28
140400,9,6,4,2,1,4,16,28
140401,2,27,4,2,5,16,16,28
140402,3,7,4,2,0,0,16,28
140403,0,10,4,2,22,14,16,28
140404,2,31,4,2,1,16,16,28
140405,8,7,4,2,5,10,16,28
140406,3,19,4,2,13,11,16,28
140407,0,26,4,2,6,18,16,28
140408,5,1,4,2,0,13,16,28
140409,13,0,4,2,26,0,16,28
140410,0,9,4,2,23,14,16,28
140411,3,6,4,2,1,0,16,28
140412,0,14,4,2,12,0,16,28
140413,0,18,4,2,8,0,16,28
140414,5,1,4,2,6,4,16,28
140415,6,17,4,2,15,0,16,28
140416,0,7,4,2,25,11,16,28
140417,10,3,4,2,29,1,16,28
140418,2,15,4,2,17,3,16,28
140419,4,11,4,2,1,10,16,28
140420,2,22,4,2,10,0,16,28
140421,8,10,4,2,2,10,16,28
140422,12,11,4,2,10,2,16,28
140423,8,0,4,2,6,0,16,28
140424,7,27,4,2,5,11,16,28
140425,3,15,4,2,6,2,16,28
140426,5,23,4,2,1,13,16,28
140427,0,17,4,2,15,18,16,28
140428,7,0,4,2,32,11,16,28
140429,6,3,4,2,23,0,16,28
140430,8,9,4,2,3,10,16,28
140431,9,23,4,2,3,0,16,28
140432,5,15,4,2,17,0,16,28
140433,11,5,4,2,1,1,16,28
140434,4,32,4,2,0,14,16,28
140435,10,20,4,2,12,4,16,28
140436,13,21,4,2,11,1,16,28
140437,4,15,4,2,17,1,16,28
140438,0,8,4,2,24,11,16,28
140439,11,3,4,2,29,0,16,28
140440,1,6,4,2,18,13,16,28
140441,2,32,4,2,0,16,16,28
140442,4,15,4,2,17,1,16,28
140443,5,6,4,2,6,0,16,28
140444,3,17,4,2,4,2,16,28
140445,2,28,4,2,4,16,16,28
140446,1,7,4,2,5,10,16,28
140447,9,1,4,2,20,2,16,28
140448,1,28,4,2,4,0,16,28
140449,2,8,4,2,4,4,16,28
140450,15,31,4,2,1,3,16,28
140451,2,0,4,2,32,16,16,28
140452,16,0,4,2,2,2,16,28
140453,0,26,4,2,6,1,16,28
140454,9,10,4,2,16,0,16,28
140455,5,12,4,2,0,4,16,28
140456,10,0,4,2,2,2,16,28
140457,2,0,4,2,23,12,16,28
140458,8,2,4,2,30,3,16,28
140459,18,31,4,2,1,0,16,28
140460,11,24,4,2,8,3,16,28
140461,2,3,4,2,20,12,16,28
140462,17,32,4,2,0,1,16,28
140463,1,9,4,2,23,17,16,28
140464,12,10,4,2,11,2,16,28
140465,10,2,4,2,30,1,16,28
140466,1,15,4,2,17,4,16,28
140467,0,10,4,2,22,18,16,28
140468,5,12,4,2,0,4,16,28
140469,13,26,4,2,0,0,16,28
140470,0,25,4,2,7,1,16,28
140471,1,28,4,2,4,0,16,28
140472,2,23,4,2,9,16,16,28
140473,5,3,4,2,9,0,16,28
140474,3,7,4,2,0,0,16,28
140475,4,9,4,2,3,10,16,28
140476,3,0,4,2,7,0,16,28
140477,3,11,4,2,21,11,16,28
140478,13,10,4,2,22,1,16,28
140479,7,4,4,2,28,4,16,28
140480,10,12,4,2,20,4,16,28
140481,2,13,4,2,19,3,16,28
140482,1,22,4,2,10,0,16,28
140483,4,7,4,2,25,14,16,28
140484,8,9,4,2,3,0,16,28
140485,5,17,4,2,15,0,16,28
140486,2,14,4,2,18,3,16,28
140487,16,2,4,2,0,2,16,28
140488,15,0,4,2,32,3,16,28
140489,0,10,4,2,22,18,16,28
140490,0,18,4,2,8,0,16,28
140491,1,5,4,2,27,17,16,28
140492,4,4,4,2,8,1,16,28
140493,3,15,4,2,6,2,16,28
140494,1,3,4,2,9,10,16,28
140495,12,5,4,2,1,0,16,28
140496,5,4,4,2,8,0,16,28
140497,11,0,4,2,2,1,16,28
140498,3,7,4,2,0,0,16,28
140499,0,15,4,2,11,0,16,28
140500,6,3,4,2,3,2,16,28
140501,3,5,4,2,7,2,16,28
140502,1,8,4,2,24,17,16,28
140503,2,8,4,2,4,4,16,28
140504,2,12,4,2,11,12,16,28
140505,0,23,4,2,9,18,16,28
140506,1,17,4,2,15,4,16,28
140507,8,7,4,2,25,3,16,28
140508,3,3,4,2,9,2,16,28
140509,1,28,4,2,4,0,16,28
140510,2,3,4,2,20,12,16,28
140511,8,4,4,2,28,3,16,28
140512,0,9,4,2,23,18,16,28
140513,11,5,4,2,1,1,16,28
140514,3,18,4,2,3,2,16,28
140515,7,0,4,2,32,11,16,28
140516,10,3,4,2,29,1,16,28
140517,0,20,4,2,12,18,16,28
140518,1,26,4,2,6,17,16,28
140519,4,6,4,2,26,14,16,28
140520,9,23,4,2,3,0,16,28
140521,13,12,4,2,20,1,16,28
140522,14,0,4,2,32,4,16,28
140523,0,6,4,2,26,11,16,28
140524,4,15,4,2,17,1,16,28
140525,2,1,4,2,22,12,16,28
140526,6,16,4,2,7,12,16,28
140527,1,8,4,2,4,10,16,28
140528,0,21,4,2,11,14,16,28
140529,7,9,4,2,3,1,16,28
140530,2,11,4,2,12,12,16,28
140531,18,0,4,2,32,0,16,28
140532,0,32,4,2,0,18,16,28
140533,1,23,4,2,9,17,16,28
140534,1,16,4,2,8,13,16,28
140535,1,10,4,2,14,13,16,28
140536,0,8,4,2,24,18,16,28
140537,6,8,4,2,18,0,16,28
140538,1,29,4,2,3,17,16,28
140539,10,10,4,2,22,4,16,28
140540,4,30,4,2,2,14,16,28
140541,12,11,4,2,10,2,16,28
140542,2,4,4,2,19,12,16,28
140543,10,6,4,2,0,2,16,28
140544,11,2,4,2,30,0,16,28
140545,0,16,4,2,16,18,16,28
140546,4,18,4,2,14,1,16,28
140547,2,10,4,2,13,12,16,28
140548,1,17,4,2,15,17,16,28
140549,5,5,4,2,7,0,16,28
140550,4,1,4,2,11,1,16,28
140551,8,4,4,2,28,3,16,28
140552,2,18,4,2,14,16,16,28
140553,5,2,4,2,5,4,16,28
140554,0,14,4,2,18,18,16,28
140555,2,0,4,2,32,16,16,28
140556,3,2,4,2,10,2,16,28
140557,1,12,4,2,20,17,16,28
140558,4,5,4,2,27,14,16,28
140559,9,2,4,2,0,4,16,28
140560,8,10,4,2,2,10,16,28
140561,0,7,4,2,25,11,16,28
140562,3,0,4,2,7,0,16,28
140563,9,10,4,2,16,0,16,28
140564,15,0,4,2,32,3,16,28
140565,0,10,4,2,22,14,16,28
140566,1,7,4,2,17,13,16,28
140567,12,9,4,2,12,2,16,28
140568,3,12,4,2,20,11,16,28
140569,2,4,4,2,28,16,16,28
140570,5,10,4,2,2,4,16,28
140571,4,5,4,2,27,14,16,28
140572,2,0,4,2,23,12,16,28
140573,2,20,4,2,12,16,16,28
140574,5,5,4,2,7,0,16,28
140575,11,11,4,2,21,3,16,28
140576,3,7,4,2,0,0,16,28
140577,3,16,4,2,5,2,16,28
140578,1,26,4,2,6,0,16,28
140579,4,2,4,2,10,10,16,28
140580,1,16,4,2,16,4,16,28
140581,3,3,4,2,4,0,16,28
140582,0,17,4,2,15,14,16,28
140583,0,23,4,2,9,1,16,28
140584,1,4,4,2,20,13,16,28
140585,8,8,4,2,24,3,16,28
140586,3,23,4,2,9,11,16,28
140587,0,14,4,2,18,14,16,28
140588,7,0,4,2,32,11,16,28
140589,14,20,4,2,12,0,16,28
140590,15,11,4,2,21,0,16,28
140591,9,3,4,2,18,2,16,28
140592,11,5,4,2,27,0,16,28
140593,9,24,4,2,2,0,16,28
140594,2,9,4,2,23,16,16,28
140595,3,15,4,2,17,11,16,28
140596,6,4,4,2,2,2,16,28
140597,0,20,4,2,12,14,16,28
140598,3,18,4,2,3,2,16,28
140599,2,0,4,2,23,12,16,28
140600,7,7,4,2,25,4,16,28
140601,5,1,4,2,6,4,16,28
140602,1,28,4,2,4,3,16,28
140603,0,8,4,2,24,18,16,28
140604,5,3,4,2,4,4,16,28
140605,1,26,4,2,6,17,16,28
140606,5,11,4,2,1,4,16,28
140607,4,2,4,2,30,14,16,28
140608,1,23,4,2,9,17,16,28
140609,15,25,4,2,7,3,16,28
140610,1,4,29,1,28,17,3,3
140611,0,5,29,1,27,11,3,3
140612,11,1,29,1,31,0,3,3
140613,3,18,29,1,3,2,3,3
140614,7,3,29,1,29,4,3,3
140615,1,29,29,1,3,17,3,3
140616,14,12,29,1,20,0,3,3
140617,2,26,29,1,6,16,3,3
140618,8,7,29,1,25,3,3,3
140619,4,27,29,1,5,14,3,3
140620,3,1,29,1,11,2,3,3
140621,2,19,29,1,13,16,3,3
140622,4,6,29,1,26,14,3,3
140623,14,9,29,1,23,0,3,3
140624,9,8,29,1,13,2,3,3
140625,1,10,29,1,14,13,3,3
140626,6,16,29,1,16,0,3,3
140627,1,21,29,1,11,17,3,3
140628,3,3,29,1,9,2,3,3
140629,4,16,29,1,16,1,3,3
140630,7,1,29,1,5,1,3,3
140631,3,2,29,1,5,0,3,3
140632,2,10,29,1,22,16,3,3
140633,2,25,29,1,7,16,3,3
140634,2,30,29,1,2,16,3,3
140635,7,1,29,1,31,4,3,3
140636,4,2,29,1,10,10,3,3
140637,9,2,29,1,0,4,3,3
140638,9,1,29,1,1,4,3,3
140639,15,30,29,1,2,3,3,3
140640,10,10,29,1,22,4,3,3
140641,10,0,29,1,12,2,3,3
140642,11,8,29,1,24,0,3,3
140643,2,26,29,1,6,0,3,3
140644,19,31,29,1,1,0,3,3
140645,7,10,29,1,2,1,3,3
140646,8,10,29,1,2,10,3,3
140647,6,4,29,1,2,2,3,3
140648,2,5,29,1,27,16,3,3
140649,3,7,29,1,0,0,3,3
140650,1,16,29,1,8,13,3,3
140651,0,2,29,1,30,11,3,3
140652,2,12,29,1,11,12,3,3
140653,1,11,29,1,21,17,3,3
140654,6,19,29,1,4,12,3,3
140655,1,1,29,1,31,17,3,3
140656,2,26,29,1,6,16,3,3
140657,0,15,29,1,11,0,3,3
140658,6,20,29,1,3,12,3,3
140659,1,19,29,1,13,4,3,3
140660,1,3,29,1,21,13,3,3
140661,4,7,29,1,5,1,3,3
140662,0,6,29,1,26,11,3,3
140663,6,2,29,1,4,2,3,3
140664,0,26,29,1,6,18,3,3
140665,5,19,29,1,13,0,3,3
140666,10,9,29,1,23,4,3,3
140667,0,26,29,1,6,1,3,3
140668,10,5,29,1,1,2,3,3
140669,9,10,29,1,16,0,3,3
140670,19,31,29,1,1,0,3,3
140671,1,27,29,1,5,0,3,3
140672,1,21,29,1,11,17,3,3
140673,1,12,29,1,12,13,3,3
140674,10,7,29,1,25,1,3,3
140675,0,18,29,1,14,18,3,3
140676,12,4,29,1,28,0,3,3
140677,2,19,29,1,13,16,3,3
140678,2,27,29,1,5,16,3,3
140679,3,17,29,1,15,11,3,3
140680,9,6,29,1,15,2,3,3
140681,6,19,29,1,4,12,3,3
140682,1,20,29,1,12,17,3,3
140683,0,27,29,1,5,1,3,3
140684,1,32,29,1,0,17,3,3
140685,2,4,29,1,8,4,3,3
140686,2,17,29,1,15,16,3,3
140687,2,0,29,1,32,16,3,3
140688,10,0,29,1,12,2,3,3
140689,2,0,29,1,23,12,3,3
140690,2,18,29,1,14,16,3,3
140691,2,28,29,1,4,0,3,3
140692,0,4,29,1,28,11,3,3
140693,0,7,29,1,25,11,3,3
140694,1,27,29,1,5,17,3,3
140695,1,21,29,1,11,17,3,3
140696,1,27,29,1,5,0,3,3
140697,7,2,29,1,4,1,3,3
140698,8,1,29,1,5,0,3,3
140699,2,7,29,1,25,16,3,3
140700,7,4,29,1,28,4,3,3
140701,5,20,29,1,4,13,3,3
140702,15,10,29,1,22,0,3,3
140703,6,2,29,1,24,0,3,3
140704,6,0,29,1,6,2,3,3
140705,6,9,29,1,3,2,3,3
140706,7,1,29,1,31,4,3,3
140707,3,10,29,1,22,11,3,3
140708,1,0,29,1,32,17,3,3
140709,5,1,29,1,6,4,3,3
140710,0,29,29,1,3,18,3,3
140711,4,31,29,1,1,14,3,3
140712,0,20,29,1,12,14,3,3
140713,0,9,29,1,23,14,3,3
140714,8,2,29,1,4,0,3,3
140715,2,22,29,1,10,16,3,3
140716,2,23,29,1,9,0,3,3
140717,1,14,29,1,18,17,3,3
140718,11,1,29,1,31,0,3,3
140719,3,14,29,1,7,2,3,3
140720,9,1,29,1,20,2,3,3
140721,7,0,29,1,6,1,3,3
140722,1,7,29,1,25,17,3,3
140723,4,25,29,1,7,14,3,3
140724,2,19,29,1,13,16,3,3
140725,1,2,29,1,30,17,3,3
140726,7,32,29,1,0,11,3,3
140727,3,1,29,1,6,0,3,3
140728,5,14,29,1,18,0,3,3
140729,1,17,29,1,15,4,3,3
140730,5,1,29,1,6,4,3,3
140731,3,13,29,1,8,2,3,3
140732,7,27,29,1,5,11,3,3
140733,8,7,29,1,25,3,3,3
140734,5,20,29,1,4,13,3,3
140735,1,15,29,1,17,4,3,3
140736,0,14,29,1,12,0,3,3
140737,5,17,29,1,15,0,3,3
140738,1,16,29,1,8,13,3,3
140739,12,12,29,1,9,2,3,3
140740,1,2,29,1,30,17,3,3
140741,14,30,29,1,2,4,3,3
140742,4,7,29,1,5,1,3,3
140743,14,10,29,1,22,0,3,3
140744,0,14,29,1,12,0,3,3
140745,5,0,29,1,7,4,3,3
140746,6,15,29,1,17,0,3,3
140747,8,8,29,1,24,3,3,3
140748,6,2,29,1,24,0,3,3
140749,1,28,29,1,4,0,3,3
140750,7,26,29,1,6,11,3,3
140751,15,10,29,1,22,0,3,3
140752,1,4,29,1,8,10,3,3
140753,13,21,29,1,11,1,3,3
140754,0,19,29,1,7,0,3,3
140755,6,3,29,1,3,2,3,3
140756,10,5,29,1,1,2,3,3
140757,3,2,29,1,5,0,3,3
140758,15,11,29,1,21,0,3,3
140759,19,31,29,1,1,0,3,3
140760,7,27,29,1,5,11,3,3
140761,3,0,29,1,7,0,3,3
140762,7,9,29,1,3,1,3,3
140763,3,3,29,1,9,2,3,3
140764,10,20,29,1,12,4,3,3
140765,8,6,29,1,26,3,3,3
140766,1,7,29,1,5,10,3,3
140767,4,8,29,1,4,1,3,3
140768,0,8,29,1,24,14,3,3
140769,11,0,29,1,12,1,3,3
140770,2,23,29,1,9,0,3,3
140771,15,32,29,1,0,3,3,3
140772,12,0,29,1,2,0,3,3
140773,8,10,29,1,2,10,3,3
