,random_right,random_bottom,center_bottom,center_right,random_up,random_left,center_left,center_up
0,2,26,6,2,6,0,4,6
1,3,13,6,2,19,11,4,6
2,6,6,6,2,20,0,4,6
3,15,32,6,2,0,3,4,6
4,10,11,6,2,21,4,4,6
5,2,0,6,2,23,12,4,6
6,3,19,6,2,2,2,4,6
7,3,13,6,2,8,2,4,6
8,2,2,6,2,10,4,4,6
9,1,30,6,2,2,17,4,6
10,1,2,6,2,22,13,4,6
11,7,26,6,2,6,11,4,6
12,2,10,6,2,13,12,4,6
13,7,9,6,2,3,1,4,6
14,1,27,6,2,5,17,4,6
15,14,20,6,2,12,0,4,6
16,3,10,6,2,22,11,4,6
17,14,12,6,2,20,0,4,6
18,0,27,6,2,5,1,4,6
19,2,1,6,2,11,4,4,6
20,7,26,6,2,6,11,4,6
21,2,28,6,2,4,0,4,6
22,6,3,6,2,23,0,4,6
23,9,10,6,2,16,0,4,6
24,5,21,6,2,3,13,4,6
25,2,3,6,2,9,4,4,6
26,2,11,6,2,21,16,4,6
27,12,0,6,2,12,0,4,6
28,15,31,6,2,1,3,4,6
29,1,14,6,2,18,4,4,6
30,14,11,6,2,21,0,4,6
31,3,19,6,2,2,2,4,6
32,3,3,6,2,4,0,4,6
33,0,13,6,2,19,18,4,6
34,11,6,6,2,0,1,4,6
35,0,22,6,2,10,1,4,6
36,6,18,6,2,5,12,4,6
37,2,6,6,2,17,12,4,6
38,7,1,6,2,5,1,4,6
39,1,17,6,2,15,4,4,6
40,0,29,6,2,3,1,4,6
41,14,30,6,2,2,4,4,6
42,14,0,6,2,32,4,4,6
43,0,6,6,2,26,11,4,6
44,1,15,6,2,9,13,4,6
45,10,24,6,2,8,4,4,6
46,6,1,6,2,5,2,4,6
47,9,6,6,2,1,4,4,6
48,9,21,6,2,5,0,4,6
49,1,0,6,2,32,17,4,6
50,6,6,6,2,20,0,4,6
51,8,4,6,2,2,0,4,6
52,1,2,6,2,10,10,4,6
53,2,17,6,2,15,3,4,6
54,4,8,6,2,4,1,4,6
55,1,10,6,2,22,17,4,6
56,6,6,6,2,20,0,4,6
57,6,11,6,2,1,2,4,6
58,11,21,6,2,11,3,4,6
59,12,7,6,2,25,0,4,6
60,10,1,6,2,31,1,4,6
61,0,29,6,2,3,18,4,6
62,6,4,6,2,22,0,4,6
63,9,4,6,2,17,2,4,6
64,1,25,6,2,7,17,4,6
65,2,17,6,2,15,16,4,6
66,10,7,6,2,25,1,4,6
67,4,31,6,2,1,14,4,6
68,4,1,6,2,11,1,4,6
69,6,1,6,2,5,2,4,6
70,4,6,6,2,26,14,4,6
71,4,4,6,2,28,14,4,6
72,6,18,6,2,5,12,4,6
73,2,22,6,2,10,0,4,6
74,9,10,6,2,16,0,4,6
75,2,11,6,2,21,16,4,6
76,4,29,6,2,3,14,4,6
77,6,23,6,2,0,12,4,6
78,13,25,6,2,1,0,4,6
79,3,2,6,2,10,2,4,6
80,2,7,6,2,25,16,4,6
81,2,23,6,2,9,16,4,6
82,3,2,6,2,5,0,4,6
83,15,10,6,2,22,0,4,6
84,2,21,6,2,11,16,4,6
85,8,5,6,2,7,10,4,6
86,3,20,6,2,12,11,4,6
87,8,8,6,2,24,3,4,6
88,1,24,6,2,8,0,4,6
89,4,7,6,2,5,1,4,6
90,5,3,6,2,4,4,4,6
91,14,21,6,2,11,0,4,6
92,1,25,6,2,7,0,4,6
93,4,3,6,2,29,14,4,6
94,12,9,6,2,12,2,4,6
95,5,16,6,2,16,0,4,6
96,10,3,6,2,29,1,4,6
97,7,32,6,2,0,11,4,6
98,3,5,6,2,2,0,4,6
99,0,7,6,2,25,11,4,6
100,10,10,6,2,22,4,4,6
101,2,14,6,2,9,12,4,6
102,12,0,6,2,2,0,4,6
103,1,8,6,2,24,17,4,6
104,5,2,6,2,5,4,4,6
105,4,11,6,2,1,10,4,6
106,0,6,6,2,26,18,4,6
107,12,8,6,2,24,0,4,6
108,5,18,6,2,14,0,4,6
109,3,19,6,2,13,11,4,6
110,9,2,6,2,0,4,4,6
111,11,10,6,2,22,3,4,6
112,1,5,6,2,27,17,4,6
113,0,13,6,2,19,18,4,6
114,3,5,6,2,2,0,4,6
115,2,28,6,2,4,0,4,6
116,10,2,6,2,0,2,4,6
117,5,12,6,2,0,4,4,6
118,4,5,6,2,7,1,4,6
119,2,19,6,2,13,16,4,6
120,0,24,6,2,8,18,4,6
121,3,15,6,2,17,11,4,6
122,1,17,6,2,15,17,4,6
123,2,18,6,2,14,3,4,6
124,6,7,6,2,19,0,4,6
125,13,20,6,2,12,1,4,6
126,6,4,6,2,22,0,4,6
127,3,9,6,2,23,11,4,6
128,0,4,6,2,28,11,4,6
129,2,14,6,2,9,12,4,6
130,2,1,6,2,31,16,4,6
131,2,27,6,2,5,16,4,6
132,8,2,6,2,30,3,4,6
133,2,28,6,2,4,0,4,6
134,5,4,6,2,3,4,4,6
135,6,10,6,2,2,2,4,6
136,0,15,6,2,17,14,4,6
137,11,9,6,2,23,3,4,6
138,10,2,6,2,30,1,4,6
139,1,13,6,2,11,13,4,6
140,2,18,6,2,14,3,4,6
141,2,29,6,2,3,16,4,6
142,7,25,6,2,7,11,4,6
143,1,2,6,2,10,10,4,6
144,2,15,6,2,17,3,4,6
145,0,21,6,2,11,14,4,6
146,5,19,6,2,13,0,4,6
147,7,30,6,2,2,11,4,6
148,10,11,6,2,21,4,4,6
149,7,2,6,2,30,4,4,6
150,12,6,6,2,0,0,4,6
151,2,4,6,2,8,4,4,6
152,4,12,6,2,0,10,4,6
153,6,10,6,2,2,2,4,6
154,1,27,6,2,5,17,4,6
155,14,21,6,2,11,0,4,6
156,1,23,6,2,9,0,4,6
157,2,8,6,2,24,16,4,6
158,11,23,6,2,9,3,4,6
159,2,28,6,2,4,16,4,6
160,11,22,6,2,10,3,4,6
161,3,1,6,2,11,2,4,6
162,6,17,6,2,15,0,4,6
163,4,2,6,2,10,1,4,6
164,4,0,6,2,32,14,4,6
165,12,2,6,2,0,0,4,6
166,0,18,6,2,14,14,4,6
167,14,20,6,2,12,0,4,6
168,0,32,6,2,0,18,4,6
169,1,32,6,2,0,17,4,6
170,17,0,6,2,32,1,4,6
171,1,13,6,2,11,13,4,6
172,6,17,6,2,15,0,4,6
173,5,3,6,2,4,4,4,6
174,9,7,6,2,0,4,4,6
175,6,11,6,2,1,2,4,6
176,2,3,6,2,29,16,4,6
177,2,11,6,2,12,12,4,6
178,1,23,6,2,9,17,4,6
179,2,31,6,2,1,16,4,6
180,6,7,6,2,19,0,4,6
181,8,10,6,2,2,10,4,6
182,15,26,6,2,6,3,4,6
183,0,23,6,2,9,14,4,6
184,4,6,6,2,6,1,4,6
185,9,8,6,2,13,2,4,6
186,9,22,6,2,4,0,4,6
187,10,21,6,2,11,4,4,6
188,0,20,6,2,12,14,4,6
189,11,7,6,2,25,0,4,6
190,10,6,6,2,0,2,4,6
191,9,9,6,2,17,0,4,6
192,7,6,6,2,26,4,4,6
193,2,23,6,2,9,16,4,6
194,0,7,6,2,25,18,4,6
195,2,16,6,2,16,16,4,6
196,7,8,6,2,24,4,4,6
197,9,8,6,2,13,2,4,6
198,1,6,6,2,26,17,4,6
199,9,0,6,2,2,4,4,6
200,11,8,6,2,24,0,4,6
201,3,19,6,2,2,2,4,6
202,17,32,6,2,0,1,4,6
203,1,12,6,2,12,13,4,6
204,13,12,6,2,20,1,4,6
205,4,1,6,2,11,10,4,6
206,1,7,6,2,25,17,4,6
207,13,25,6,2,1,0,4,6
208,3,14,6,2,7,2,4,6
209,11,12,6,2,20,3,4,6
210,15,12,6,2,20,0,4,6
211,7,12,6,2,0,1,4,6
212,7,31,6,2,1,11,4,6
213,2,18,6,2,14,3,4,6
214,1,9,6,2,23,17,4,6
215,1,22,6,2,10,0,4,6
216,8,0,6,2,6,0,4,6
217,3,6,6,2,6,2,4,6
218,11,7,6,2,25,0,4,6
219,2,28,6,2,4,0,4,6
220,6,18,6,2,5,12,4,6
221,10,20,6,2,12,4,4,6
222,0,29,6,2,3,4,4,6
223,0,28,6,2,4,1,4,6
224,10,4,6,2,28,1,4,6
225,10,21,6,2,11,4,4,6
226,13,0,6,2,2,0,4,6
227,8,12,6,2,0,10,4,6
228,13,0,6,2,26,0,4,6
229,2,30,6,2,2,16,4,6
230,0,19,6,2,13,14,4,6
231,6,13,6,2,19,0,4,6
232,0,4,6,2,28,18,4,6
233,2,8,6,2,4,4,4,6
234,1,21,6,2,11,17,4,6
235,1,21,6,2,11,17,4,6
236,5,17,6,2,15,0,4,6
237,2,28,6,2,4,16,4,6
238,4,15,6,2,17,1,4,6
239,3,7,6,2,0,0,4,6
240,0,28,6,2,4,18,4,6
241,5,12,6,2,0,4,4,6
242,2,1,6,2,22,12,4,6
243,1,24,6,2,8,0,4,6
244,8,8,6,2,24,3,4,6
245,1,32,6,2,0,17,4,6
246,3,11,6,2,21,11,4,6
247,9,2,6,2,19,2,4,6
248,0,13,6,2,13,0,4,6
249,1,5,6,2,7,10,4,6
250,2,22,6,2,10,16,4,6
251,7,11,6,2,1,1,4,6
252,4,6,6,2,6,1,4,6
253,7,3,6,2,3,1,4,6
254,0,3,6,2,29,11,4,6
255,0,18,6,2,8,0,4,6
256,9,7,6,2,0,4,4,6
257,0,3,6,2,29,11,4,6
258,15,25,6,2,7,3,4,6
259,5,19,6,2,13,0,4,6
260,3,7,6,2,0,0,4,6
261,1,19,6,2,13,4,4,6
262,12,2,6,2,0,0,4,6
263,11,21,6,2,11,3,4,6
264,10,6,6,2,26,1,4,6
265,1,5,6,2,27,17,4,6
266,1,14,6,2,10,13,4,6
267,15,12,6,2,20,0,4,6
268,3,20,6,2,12,11,4,6
269,4,5,6,2,7,1,4,6
270,2,27,6,2,5,16,4,6
271,12,1,6,2,31,0,4,6
272,4,25,6,2,7,14,4,6
273,0,14,6,2,18,18,4,6
274,8,1,6,2,5,0,4,6
275,2,16,6,2,16,16,4,6
276,8,2,6,2,30,3,4,6
277,8,2,6,2,4,0,4,6
278,6,15,6,2,17,0,4,6
279,1,32,6,2,0,17,4,6
280,1,24,6,2,8,0,4,6
281,4,7,6,2,5,1,4,6
282,3,2,6,2,10,2,4,6
283,10,20,6,2,12,4,4,6
284,8,3,6,2,3,0,4,6
285,10,1,6,2,1,2,4,6
286,2,29,6,2,3,16,4,6
287,9,6,6,2,15,2,4,6
288,12,5,6,2,1,0,4,6
289,1,24,6,2,8,0,4,6
290,15,11,6,2,21,0,4,6
291,5,3,6,2,9,0,4,6
292,2,1,6,2,22,12,4,6
293,3,24,6,2,8,11,4,6
294,2,25,6,2,7,16,4,6
295,0,8,6,2,24,14,4,6
296,1,29,6,2,3,3,4,6
297,11,1,6,2,1,1,4,6
298,1,7,6,2,17,13,4,6
299,1,25,6,2,7,0,4,6
300,13,0,6,2,2,0,4,6
301,0,13,6,2,19,18,4,6
302,3,1,6,2,6,0,4,6
303,6,10,6,2,2,2,4,6
304,1,2,6,2,30,17,4,6
305,9,5,6,2,2,4,4,6
306,13,10,6,2,22,1,4,6
307,14,26,6,2,6,4,4,6
308,1,25,6,2,7,17,4,6
309,12,6,6,2,0,0,4,6
310,0,18,6,2,8,0,4,6
311,12,4,6,2,28,0,4,6
312,7,2,6,2,30,4,4,6
313,7,9,6,2,3,1,4,6
314,4,29,6,2,3,14,4,6
315,1,7,6,2,25,17,4,6
316,1,1,6,2,31,17,4,6
317,1,11,6,2,13,13,4,6
318,1,23,6,2,9,0,4,6
319,11,21,6,2,11,3,4,6
320,7,1,6,2,5,1,4,6
321,4,6,6,2,6,1,4,6
322,0,3,6,2,29,18,4,6
323,8,1,6,2,5,0,4,6
324,15,11,6,2,21,0,4,6
325,7,6,6,2,26,4,4,6
326,4,6,6,2,26,14,4,6
327,12,8,6,2,24,0,4,6
328,6,15,6,2,17,0,4,6
329,5,21,6,2,3,13,4,6
330,6,1,6,2,5,2,4,6
331,6,3,6,2,3,2,4,6
332,8,11,6,2,1,0,4,6
333,11,0,6,2,12,1,4,6
334,2,32,6,2,0,16,4,6
335,3,3,6,2,4,0,4,6
336,2,22,6,2,10,16,4,6
337,9,24,6,2,2,0,4,6
338,3,1,6,2,11,2,4,6
339,3,19,6,2,2,2,4,6
340,0,20,6,2,12,18,4,6
341,2,0,6,2,32,16,4,6
342,2,16,6,2,16,3,4,6
343,10,11,6,2,21,4,4,6
344,2,10,6,2,13,12,4,6
345,7,4,6,2,28,4,4,6
346,6,9,6,2,3,2,4,6
347,4,5,6,2,7,1,4,6
348,6,3,6,2,3,2,4,6
349,10,12,6,2,20,4,4,6
350,7,30,6,2,2,11,4,6
351,6,12,6,2,0,2,4,6
352,2,10,6,2,13,12,4,6
353,0,22,6,2,10,14,4,6
354,5,4,6,2,3,4,4,6
355,9,3,6,2,18,2,4,6
356,14,12,6,2,20,0,4,6
357,12,2,6,2,0,0,4,6
358,9,24,6,2,2,0,4,6
359,2,15,6,2,17,3,4,6
360,3,2,6,2,5,0,4,6
361,9,0,6,2,12,4,4,6
362,10,1,6,2,1,2,4,6
363,8,6,6,2,6,10,4,6
364,6,12,6,2,0,2,4,6
365,5,2,6,2,10,0,4,6
366,3,19,6,2,13,11,4,6
367,0,19,6,2,13,14,4,6
368,3,1,6,2,11,2,4,6
369,6,22,6,2,1,12,4,6
370,1,10,6,2,14,13,4,6
371,2,8,6,2,24,16,4,6
372,3,0,6,2,7,0,4,6
373,6,15,6,2,17,0,4,6
374,4,15,6,2,17,1,4,6
375,2,12,6,2,20,16,4,6
376,8,3,6,2,29,3,4,6
377,1,29,6,2,3,3,4,6
378,4,18,6,2,14,1,4,6
379,0,7,6,2,25,18,4,6
380,17,31,6,2,1,1,4,6
381,0,22,6,2,10,1,4,6
382,0,3,6,2,29,18,4,6
383,4,31,6,2,1,14,4,6
384,1,16,6,2,16,17,4,6
385,6,0,6,2,0,12,4,6
386,2,29,6,2,3,0,4,6
387,1,21,6,2,11,17,4,6
388,1,19,6,2,13,17,4,6
389,11,20,6,2,12,3,4,6
390,0,17,6,2,9,0,4,6
391,1,2,6,2,22,13,4,6
392,3,17,6,2,15,11,4,6
393,0,30,6,2,2,18,4,6
394,2,2,6,2,30,16,4,6
395,11,2,6,2,0,1,4,6
396,3,21,6,2,11,11,4,6
397,4,4,6,2,28,14,4,6
398,5,0,6,2,7,4,4,6
399,4,6,6,2,6,1,4,6
400,0,28,6,2,4,4,4,6
401,15,0,6,2,32,3,4,6
402,1,14,6,2,18,17,4,6
403,7,10,6,2,2,1,4,6
404,0,11,6,2,21,18,4,6
405,2,14,6,2,18,3,4,6
406,5,4,6,2,3,4,4,6
407,3,4,6,2,3,0,4,6
408,2,22,6,2,10,16,4,6
409,4,3,6,2,29,14,4,6
410,0,22,6,2,10,14,4,6
411,0,25,6,2,7,1,4,6
412,9,20,6,2,6,0,4,6
413,2,4,6,2,8,4,4,6
414,18,30,6,2,2,0,4,6
415,7,1,6,2,5,1,4,6
416,3,1,6,2,6,0,4,6
417,1,25,6,2,7,17,4,6
418,3,10,6,2,22,11,4,6
419,6,22,6,2,1,12,4,6
420,6,3,6,2,23,0,4,6
421,2,15,6,2,8,12,4,6
422,5,4,6,2,3,4,4,6
423,2,1,6,2,22,12,4,6
424,0,25,6,2,7,1,4,6
425,3,10,6,2,22,11,4,6
426,4,1,6,2,11,10,4,6
427,2,4,6,2,8,4,4,6
428,2,18,6,2,14,3,4,6
429,2,25,6,2,7,0,4,6
430,12,1,6,2,31,0,4,6
431,6,16,6,2,16,0,4,6
432,1,7,6,2,17,13,4,6
433,8,7,6,2,5,10,4,6
434,6,8,6,2,18,0,4,6
435,7,6,6,2,26,4,4,6
436,5,0,6,2,1,13,4,6
437,0,15,6,2,11,0,4,6
438,16,1,6,2,1,2,4,6
439,2,17,6,2,15,3,4,6
440,2,8,6,2,4,4,4,6
441,4,30,6,2,2,14,4,6
442,3,6,6,2,6,2,4,6
443,2,30,6,2,2,16,4,6
444,5,9,6,2,3,4,4,6
445,4,2,6,2,10,1,4,6
446,1,5,6,2,19,13,4,6
447,2,7,6,2,5,4,4,6
448,0,7,6,2,25,11,4,6
449,4,25,6,2,7,14,4,6
450,4,5,6,2,7,1,4,6
451,10,4,6,2,28,1,4,6
452,1,15,6,2,17,17,4,6
453,8,12,6,2,0,10,4,6
454,0,14,6,2,18,18,4,6
455,2,30,6,2,2,16,4,6
456,1,13,6,2,19,17,4,6
457,8,6,6,2,26,3,4,6
458,1,8,6,2,24,17,4,6
459,10,4,6,2,28,1,4,6
460,2,0,6,2,32,16,4,6
461,0,15,6,2,17,14,4,6
462,1,12,6,2,12,13,4,6
463,2,21,6,2,11,16,4,6
464,1,27,6,2,5,17,4,6
465,5,1,6,2,6,4,4,6
466,12,6,6,2,26,0,4,6
467,4,8,6,2,4,1,4,6
468,10,0,6,2,12,2,4,6
469,14,9,6,2,23,0,4,6
470,15,25,6,2,7,3,4,6
471,19,32,6,2,0,0,4,6
472,3,6,6,2,1,0,4,6
473,1,7,6,2,25,17,4,6
474,2,12,6,2,20,16,4,6
475,2,7,6,2,16,12,4,6
476,3,13,6,2,19,11,4,6
477,2,5,6,2,7,4,4,6
478,0,18,6,2,14,18,4,6
479,1,29,6,2,3,0,4,6
480,11,2,6,2,0,1,4,6
481,1,9,6,2,23,17,4,6
482,0,29,6,2,3,18,4,6
483,3,7,6,2,0,0,4,6
484,8,10,6,2,2,10,4,6
485,6,5,6,2,21,0,4,6
486,9,2,6,2,19,2,4,6
487,18,30,6,2,2,0,4,6
488,0,18,6,2,14,18,4,6
489,5,9,6,2,3,4,4,6
490,3,14,6,2,18,11,4,6
491,1,0,6,2,32,17,4,6
492,8,4,6,2,2,0,4,6
493,7,6,6,2,26,4,4,6
494,7,5,6,2,27,4,4,6
495,2,3,6,2,9,4,4,6
496,13,26,6,2,0,0,4,6
497,1,1,6,2,23,13,4,6
498,13,12,6,2,20,1,4,6
499,6,1,6,2,25,0,4,6
500,3,5,6,2,7,2,4,6
501,1,1,6,2,31,17,4,6
502,7,4,6,2,28,4,4,6
503,5,19,6,2,13,0,4,6
504,12,5,6,2,27,0,4,6
505,3,19,6,2,13,11,4,6
506,13,0,6,2,26,0,4,6
507,5,8,6,2,4,0,4,6
508,3,18,6,2,3,2,4,6
509,1,3,6,2,29,17,4,6
510,5,12,6,2,0,4,4,6
511,12,7,6,2,25,0,4,6
512,3,4,6,2,3,0,4,6
513,12,6,6,2,26,0,4,6
514,7,31,6,2,1,11,4,6
515,9,23,6,2,3,0,4,6
516,2,23,6,2,9,0,4,6
517,11,2,6,2,0,1,4,6
518,2,20,6,2,12,16,4,6
519,1,27,6,2,5,0,4,6
520,17,0,6,2,32,1,4,6
521,3,14,6,2,18,11,4,6
522,3,3,6,2,4,0,4,6
523,3,21,6,2,11,11,4,6
524,2,6,6,2,26,16,4,6
525,10,9,6,2,23,4,4,6
526,3,17,6,2,15,11,4,6
527,10,6,6,2,26,1,4,6
528,9,3,6,2,18,2,4,6
529,3,17,6,2,4,2,4,6
530,8,2,6,2,4,0,4,6
531,6,1,6,2,25,0,4,6
532,0,3,6,2,29,11,4,6
533,11,11,6,2,21,3,4,6
534,16,1,6,2,1,2,4,6
535,15,25,6,2,7,3,4,6
536,2,28,6,2,4,16,4,6
537,12,4,6,2,28,0,4,6
538,0,8,6,2,24,11,4,6
539,12,12,6,2,9,2,4,6
540,1,9,6,2,23,17,4,6
541,12,20,6,2,1,2,4,6
542,8,0,6,2,12,10,4,6
543,12,12,6,2,9,2,4,6
544,0,27,6,2,5,18,4,6
545,4,12,6,2,0,10,4,6
546,5,12,6,2,0,4,4,6
547,8,7,6,2,5,10,4,6
548,0,19,6,2,7,0,4,6
549,9,1,6,2,20,2,4,6
550,13,12,6,2,20,1,4,6
551,7,7,6,2,25,4,4,6
552,13,12,6,2,20,1,4,6
553,6,20,6,2,3,12,4,6
554,13,12,6,2,20,1,4,6
555,4,7,6,2,5,1,4,6
556,11,6,6,2,0,1,4,6
557,8,7,6,2,25,3,4,6
558,3,10,6,2,22,11,4,6
559,2,19,6,2,13,3,4,6
560,4,10,6,2,2,10,4,6
561,6,18,6,2,14,0,4,6
562,0,23,6,2,9,14,4,6
563,4,16,6,2,16,1,4,6
564,1,26,6,2,6,0,4,6
565,2,31,6,2,1,16,4,6
566,3,2,6,2,10,2,4,6
567,2,3,6,2,20,12,4,6
568,1,1,6,2,31,17,4,6
569,5,11,6,2,1,4,4,6
570,4,9,6,2,3,10,4,6
571,4,3,6,2,9,1,4,6
572,1,1,6,2,11,10,4,6
573,0,5,6,2,27,18,4,6
574,15,25,6,2,7,3,4,6
575,11,6,6,2,26,0,4,6
576,2,21,6,2,11,16,4,6
577,1,27,6,2,5,0,4,6
578,2,4,6,2,19,12,4,6
579,8,2,6,2,30,3,4,6
580,6,6,6,2,20,0,4,6
581,1,22,6,2,10,0,4,6
582,12,11,6,2,10,2,4,6
583,0,24,6,2,8,14,4,6
584,3,20,6,2,12,11,4,6
585,12,10,6,2,11,2,4,6
586,17,32,6,2,0,1,4,6
587,2,28,6,2,4,0,4,6
588,3,7,6,2,5,2,4,6
589,1,11,6,2,21,17,4,6
590,2,16,6,2,16,16,4,6
591,12,6,6,2,26,0,4,6
592,1,28,6,2,4,17,4,6
593,1,23,6,2,9,0,4,6
594,13,0,6,2,2,0,4,6
595,0,22,6,2,10,18,4,6
596,2,15,6,2,8,12,4,6
597,15,31,6,2,1,3,4,6
598,1,6,6,2,26,17,4,6
599,2,28,6,2,4,16,4,6
600,15,20,6,2,12,0,4,6
601,6,7,6,2,19,0,4,6
602,6,0,6,2,6,2,4,6
603,2,8,6,2,24,16,4,6
604,5,18,6,2,6,13,4,6
605,10,6,6,2,26,1,4,6
606,4,4,6,2,28,14,4,6
607,2,28,6,2,4,0,4,6
608,12,21,6,2,0,2,4,6
609,3,0,6,2,7,0,4,6
610,4,18,6,2,14,1,4,6
611,3,12,6,2,20,11,4,6
612,14,12,6,2,20,0,4,6
613,1,5,6,2,19,13,4,6
614,12,0,6,2,12,0,4,6
615,4,32,6,2,0,14,4,6
616,4,7,6,2,25,14,4,6
617,0,6,6,2,26,11,4,6
618,3,2,6,2,5,0,4,6
619,1,14,6,2,18,17,4,6
620,11,23,6,2,9,3,4,6
621,3,5,6,2,7,2,4,6
622,6,9,6,2,3,2,4,6
623,6,13,6,2,19,0,4,6
624,5,4,6,2,8,0,4,6
625,4,4,6,2,28,14,4,6
626,11,5,6,2,27,0,4,6
627,1,28,6,2,4,3,4,6
628,7,28,6,2,4,11,4,6
629,2,14,6,2,18,3,4,6
630,3,10,6,2,22,11,4,6
631,19,31,6,2,1,0,4,6
632,4,17,6,2,15,1,4,6
633,2,25,6,2,7,0,4,6
634,1,18,6,2,14,4,4,6
635,4,18,6,2,14,1,4,6
636,2,18,6,2,14,3,4,6
637,5,19,6,2,5,13,4,6
638,7,7,6,2,25,4,4,6
639,9,5,6,2,2,4,4,6
640,7,3,6,2,29,4,4,6
641,4,4,6,2,8,1,4,6
642,9,5,6,2,2,4,4,6
643,18,32,6,2,0,0,4,6
644,4,32,6,2,0,14,4,6
645,2,28,6,2,4,16,4,6
646,12,5,6,2,27,0,4,6
647,2,12,6,2,20,16,4,6
648,5,19,6,2,5,13,4,6
649,9,11,6,2,15,0,4,6
650,16,0,6,2,21,2,4,6
651,12,1,6,2,31,0,4,6
652,15,31,6,2,1,3,4,6
653,1,32,6,2,0,17,4,6
654,6,23,6,2,0,12,4,6
655,1,2,6,2,10,10,4,6
656,0,8,6,2,24,14,4,6
657,5,19,6,2,5,13,4,6
658,3,13,6,2,19,11,4,6
659,6,2,6,2,24,0,4,6
660,2,16,6,2,16,16,4,6
661,12,9,6,2,12,2,4,6
662,7,12,6,2,0,1,4,6
663,13,9,6,2,23,1,4,6
664,3,17,6,2,15,11,4,6
665,10,20,6,2,12,4,4,6
666,1,16,6,2,16,4,4,6
667,5,19,6,2,5,13,4,6
668,12,9,6,2,12,2,4,6
669,1,8,6,2,4,10,4,6
670,1,26,6,2,6,0,4,6
671,5,15,6,2,17,0,4,6
672,6,18,6,2,14,0,4,6
673,9,1,6,2,1,4,4,6
674,11,21,6,2,11,3,4,6
675,5,6,6,2,6,0,4,6
676,2,1,6,2,22,12,4,6
677,10,4,6,2,28,1,4,6
678,2,10,6,2,13,12,4,6
679,1,17,6,2,15,4,4,6
680,6,21,6,2,2,12,4,6
681,1,13,6,2,11,13,4,6
682,9,3,6,2,18,2,4,6
683,2,7,6,2,25,16,4,6
684,0,5,6,2,27,18,4,6
685,3,6,6,2,6,2,4,6
686,15,20,6,2,12,0,4,6
687,2,14,6,2,18,16,4,6
688,2,24,6,2,8,0,4,6
689,0,19,6,2,7,0,4,6
690,3,18,6,2,3,2,4,6
691,5,2,6,2,10,0,4,6
692,2,19,6,2,13,3,4,6
693,2,6,6,2,17,12,4,6
694,3,4,6,2,3,0,4,6
695,10,6,6,2,0,2,4,6
696,11,0,6,2,12,1,4,6
697,14,25,6,2,7,4,4,6
698,16,0,6,2,2,2,4,6
699,2,7,6,2,16,12,4,6
700,7,32,6,2,0,11,4,6
701,8,10,6,2,2,10,4,6
702,1,15,6,2,17,17,4,6
703,6,1,6,2,25,0,4,6
704,0,16,6,2,16,18,4,6
705,0,27,6,2,5,1,4,6
706,1,5,6,2,19,13,4,6
707,1,0,6,2,32,17,4,6
708,12,11,6,2,10,2,4,6
709,5,9,6,2,3,4,4,6
710,4,7,6,2,25,14,4,6
711,1,13,6,2,19,4,4,6
712,2,7,6,2,16,12,4,6
713,0,17,6,2,15,14,4,6
714,2,3,6,2,20,12,4,6
715,11,7,6,2,25,0,4,6
716,7,1,6,2,31,4,4,6
717,3,15,6,2,17,11,4,6
718,6,16,6,2,16,0,4,6
719,18,32,6,2,0,0,4,6
720,0,26,6,2,6,1,4,6
721,3,1,6,2,11,2,4,6
722,0,0,6,2,32,18,4,6
723,14,10,6,2,22,0,4,6
724,1,7,6,2,17,13,4,6
725,5,0,6,2,1,13,4,6
726,11,21,6,2,11,3,4,6
727,2,28,6,2,4,16,4,6
728,2,5,6,2,27,16,4,6
729,3,13,6,2,19,11,4,6
730,12,3,6,2,29,0,4,6
731,0,17,6,2,9,0,4,6
732,0,5,6,2,27,18,4,6
733,1,20,6,2,12,17,4,6
734,3,0,6,2,7,0,4,6
735,8,12,6,2,0,10,4,6
736,4,4,6,2,28,14,4,6
737,7,8,6,2,24,4,4,6
738,2,4,6,2,19,12,4,6
739,9,20,6,2,6,0,4,6
740,3,20,6,2,12,11,4,6
741,2,5,6,2,27,16,4,6
742,4,15,6,2,17,1,4,6
743,13,11,6,2,21,1,4,6
744,2,15,6,2,17,3,4,6
745,0,15,6,2,11,0,4,6
746,0,17,6,2,9,0,4,6
747,12,5,6,2,27,0,4,6
748,2,15,6,2,17,3,4,6
749,15,12,6,2,20,0,4,6
750,2,32,6,2,0,16,4,6
751,1,7,6,2,25,17,4,6
752,0,17,6,2,15,14,4,6
753,1,29,6,2,3,3,4,6
754,0,26,6,2,6,1,4,6
755,7,4,6,2,2,1,4,6
756,2,5,6,2,27,16,4,6
757,2,5,6,2,27,16,4,6
758,1,18,6,2,14,4,4,6
759,0,9,6,2,23,14,4,6
760,1,22,6,2,10,0,4,6
761,0,21,6,2,11,14,4,6
762,4,17,6,2,15,1,4,6
763,3,12,6,2,20,11,4,6
764,7,2,6,2,30,4,4,6
765,12,8,6,2,24,0,4,6
766,12,2,6,2,30,0,4,6
767,9,2,6,2,19,2,4,6
768,14,21,6,2,11,0,4,6
769,9,20,6,2,6,0,4,6
770,8,5,6,2,7,10,4,6
771,18,0,6,2,32,0,4,6
772,8,8,6,2,4,10,4,6
773,11,11,6,2,21,3,4,6
774,6,0,6,2,0,12,4,6
