,point_idx,dist_around,center_left,center_bottom,center_right,random_up,random_right,random_bottom,center_up,random_left,dist_index_sort
8433,84,22.361,18,28,0,26,4,6,4,14,67.0
8434,84,11.402,18,28,0,13,3,19,4,11,24.0
8435,84,13.601,18,28,0,6,7,0,4,1,30.0
8436,84,24.021,18,28,0,28,1,4,4,17,72.0
8437,84,14.866,18,28,0,9,10,23,4,4,34.0
8438,84,15.232,18,28,0,10,10,22,4,4,39.0
8439,84,22.672,18,28,0,19,4,13,4,1,68.0
8440,84,25.0,18,28,0,28,0,4,4,11,75.0
8441,84,18.111,18,28,0,2,18,30,4,0,51.0
8442,84,19.723,18,28,0,1,6,11,4,2,56.0
8443,84,21.378,18,28,0,25,4,7,4,14,64.0
8444,84,21.471,18,28,0,14,6,18,4,0,66.0
8445,84,6.0,18,28,0,10,0,22,4,18,11.0
8446,84,15.0,18,28,0,19,0,13,4,18,35.0
8447,84,26.249,18,28,0,9,1,3,4,10,80.0
8448,84,10.0,18,28,0,10,4,2,4,10,22.0
8449,84,9.434,18,28,0,12,1,12,4,13,19.0
8450,84,17.692,18,28,0,10,0,16,4,0,48.0
8451,84,23.324,18,28,0,4,5,8,4,0,69.0
8452,84,28.792,18,28,0,11,3,1,4,2,93.0
8453,84,4.472,18,28,0,0,2,32,4,16,7.0
8454,84,12.083,18,28,0,3,7,3,4,1,26.0
8455,84,17.493,18,28,0,13,2,19,4,3,47.0
8456,84,15.0,18,28,0,19,0,13,4,18,35.0
8457,84,7.071,18,28,0,5,7,27,4,11,13.0
8458,84,13.342,18,28,0,1,13,25,4,0,29.0
8459,84,17.088,18,28,0,20,2,3,4,12,45.0
8460,84,10.0,18,28,0,12,2,11,4,12,22.0
8461,84,7.071,18,28,0,3,7,29,4,11,13.0
8462,84,27.659,18,28,0,25,11,7,4,0,84.0
8463,84,1.414,18,28,0,3,1,29,4,17,0.0
8464,84,20.809,18,28,0,1,8,11,4,0,59.0
8465,84,19.416,18,28,0,0,19,32,4,0,55.0
8466,84,26.019,18,28,0,30,1,2,4,17,78.0
8467,84,6.403,18,28,0,0,5,24,4,13,12.0
8468,84,32.202,18,28,0,30,12,2,4,0,99.0
8469,84,19.799,18,28,0,18,1,14,4,4,57.0
8470,84,18.439,18,28,0,16,1,16,4,4,52.0
8471,84,29.411,18,28,0,12,9,0,4,4,94.0
8472,84,2.828,18,28,0,2,2,30,4,16,2.0
8473,84,25.495,18,28,0,21,15,11,4,0,77.0
8474,84,14.765,18,28,0,17,3,15,4,11,33.0
8475,84,21.213,18,28,0,19,2,13,4,3,62.0
8476,84,29.547,18,28,0,11,5,1,4,0,95.0
8477,84,15.033,18,28,0,5,1,27,4,3,37.0
8478,84,16.763,18,28,0,20,1,4,4,13,41.0
8479,84,21.26,18,28,0,20,10,12,4,4,63.0
8480,84,15.232,18,28,0,10,10,22,4,4,39.0
8481,84,28.443,18,28,0,1,5,0,4,13,88.0
8482,84,17.464,18,28,0,20,3,12,4,11,46.0
8483,84,13.892,18,28,0,16,3,16,4,11,31.0
8484,84,14.0,18,28,0,4,0,28,4,4,32.0
8485,84,25.0,18,28,0,28,0,4,4,11,75.0
8486,84,17.0,18,28,0,12,11,20,4,3,42.0
8487,84,20.125,18,28,0,2,5,10,4,4,58.0
8488,84,5.0,18,28,0,9,0,23,4,18,8.0
8489,84,4.123,18,28,0,3,4,29,4,14,6.0
8490,84,30.806,18,28,0,29,11,3,4,0,97.0
8491,84,17.029,18,28,0,5,0,27,4,1,43.0
8492,84,15.133,18,28,0,6,15,26,4,3,38.0
8493,84,18.028,18,28,0,3,1,29,4,0,49.0
8494,84,24.698,18,28,0,7,2,5,4,4,73.0
8495,84,27.019,18,28,0,31,1,1,4,17,82.0
8496,84,2.236,18,28,0,2,1,30,4,17,1.0
8497,84,28.16,18,28,0,11,1,1,4,10,87.0
8498,84,12.166,18,28,0,16,2,16,4,16,27.0
8499,84,8.944,18,28,0,0,8,12,4,10,17.0
8500,85,7.28,2,4,3,26,10,6,8,1,20.0
8501,85,8.944,2,4,3,20,10,12,8,4,30.0
8502,85,21.095,2,4,3,7,8,5,8,10,73.0
8503,85,12.369,2,4,3,16,3,16,8,11,45.0
8504,85,10.77,2,4,3,18,1,14,8,4,41.0
8505,85,10.296,2,4,3,19,1,5,8,13,38.0
8506,85,4.472,2,4,3,26,7,6,8,4,12.0
8507,85,3.606,2,4,3,11,5,1,8,0,6.0
8508,85,8.246,2,4,3,0,8,12,8,0,24.0
8509,85,24.187,2,4,3,4,7,28,8,11,80.0
8510,85,15.232,2,4,3,3,3,18,8,2,59.0
8511,85,12.083,2,4,3,17,1,7,8,13,44.0
8512,85,2.236,2,4,3,9,1,3,8,10,1.0
8513,85,26.926,2,4,3,3,0,29,8,18,93.0
8514,85,9.434,2,4,3,23,14,9,8,0,34.0
8515,85,8.246,2,4,3,30,2,2,8,16,24.0
8516,85,14.866,2,4,3,14,1,10,8,13,58.0
8517,85,10.817,2,4,3,8,3,13,8,2,42.0
8518,85,27.659,2,4,3,1,16,1,8,2,95.0
8519,85,23.087,2,4,3,6,0,26,8,1,76.0
8520,85,3.606,2,4,3,20,6,6,8,0,6.0
8521,85,14.142,2,4,3,18,0,14,8,18,52.0
8522,85,13.601,2,4,3,17,5,15,8,0,51.0
8523,85,3.162,2,4,3,21,6,5,8,0,5.0
8524,85,23.345,2,4,3,5,6,18,8,12,77.0
8525,85,20.025,2,4,3,2,7,4,8,1,69.0
8526,85,4.472,2,4,3,30,7,2,8,4,12.0
8527,85,26.019,2,4,3,2,9,0,8,4,88.0
8528,85,26.683,2,4,3,2,16,0,8,2,92.0
8529,85,9.434,2,4,3,23,2,9,8,16,34.0
8530,85,17.0,2,4,3,5,6,1,8,2,63.0
8531,85,14.318,2,4,3,14,3,18,8,11,54.0
8532,85,20.396,2,4,3,8,2,15,8,12,71.0
8533,85,4.472,2,4,3,4,5,8,8,0,12.0
8534,85,20.396,2,4,3,8,10,24,8,4,71.0
8535,85,26.306,2,4,3,2,14,30,8,4,89.0
8536,85,3.0,2,4,3,22,6,4,8,0,4.0
8537,85,20.125,2,4,3,10,1,22,8,17,70.0
8538,85,15.811,2,4,3,13,2,19,8,3,61.0
8539,85,27.893,2,4,3,1,17,31,8,1,96.0
8540,85,11.314,2,4,3,20,14,12,8,0,43.0
8541,85,28.16,2,4,3,1,18,31,8,0,99.0
8542,85,17.464,2,4,3,11,2,12,8,12,67.0
8543,85,13.0,2,4,3,16,2,16,8,3,48.0
8544,85,10.63,2,4,3,21,14,11,8,0,40.0
8545,85,26.306,2,4,3,2,6,21,8,12,89.0
8546,85,24.331,2,4,3,4,0,28,8,4,81.0
8547,85,12.806,2,4,3,18,5,14,8,0,47.0
8548,85,13.454,2,4,3,18,6,14,8,0,50.0
8549,85,26.0,2,4,3,4,0,28,8,18,87.0
8550,85,7.616,2,4,3,0,3,7,8,0,21.0
8551,85,15.811,2,4,3,15,1,17,8,17,61.0
8552,85,15.264,2,4,3,15,2,17,8,16,60.0
8553,85,4.243,2,4,3,19,6,7,8,0,11.0
8554,85,18.974,2,4,3,10,0,22,8,14,68.0
8555,85,26.306,2,4,3,2,14,30,8,4,89.0
8556,85,21.378,2,4,3,7,6,16,8,12,74.0
8557,85,28.0,2,4,3,0,10,2,8,2,97.0
8558,85,1.414,2,4,3,7,2,5,8,4,0.0
8559,85,8.062,2,4,3,24,10,8,8,1,23.0
8560,85,9.434,2,4,3,23,14,9,8,0,34.0
8561,85,8.944,2,4,3,32,2,0,8,16,30.0
8562,85,17.0,2,4,3,13,5,19,8,0,63.0
8563,85,7.211,2,4,3,24,0,8,8,14,19.0
8564,85,14.422,2,4,3,16,5,16,8,0,57.0
8565,85,13.0,2,4,3,16,2,16,8,3,48.0
8566,85,9.22,2,4,3,26,12,6,8,0,33.0
8567,85,4.123,2,4,3,4,4,8,8,1,10.0
8568,85,22.847,2,4,3,7,2,25,8,0,75.0
8569,85,8.0,2,4,3,28,11,4,8,0,22.0
8570,85,24.331,2,4,3,4,6,19,8,12,81.0
8571,85,3.606,2,4,3,11,5,1,8,0,6.0
8572,85,6.083,2,4,3,16,9,5,8,2,17.0
8573,85,4.0,2,4,3,12,10,0,8,2,9.0
8574,85,27.203,2,4,3,2,2,30,8,16,94.0
8575,85,25.08,2,4,3,5,0,27,8,18,83.0
8576,85,17.205,2,4,3,14,0,18,8,18,66.0
8577,85,25.71,2,4,3,3,4,29,8,14,85.0
8578,85,17.0,2,4,3,5,6,1,8,2,63.0
8579,85,10.0,2,4,3,9,12,12,8,2,37.0
8580,85,7.071,2,4,3,29,10,3,8,1,18.0
8581,85,8.944,2,4,3,32,2,0,8,16,30.0
8582,85,25.298,2,4,3,4,2,28,8,16,84.0
8583,85,8.485,2,4,3,22,0,10,8,14,28.0
8584,85,28.018,2,4,3,0,11,2,8,1,98.0
8585,85,12.53,2,4,3,17,0,15,8,14,46.0
8586,85,2.236,2,4,3,7,5,5,8,0,1.0
8587,85,25.962,2,4,3,3,3,4,8,0,86.0
8588,85,8.544,2,4,3,25,11,7,8,0,29.0
8589,85,5.0,2,4,3,18,6,8,8,0,15.0
8590,85,8.246,2,4,3,26,11,6,8,0,24.0
8591,85,5.831,2,4,3,25,8,7,8,3,16.0
8592,85,24.042,2,4,3,5,0,27,8,1,78.0
8593,85,14.213,2,4,3,17,1,15,8,17,53.0
8594,85,14.318,2,4,3,14,3,18,8,11,54.0
8595,85,2.236,2,4,3,10,4,2,8,1,1.0
8596,85,24.042,2,4,3,5,0,27,8,1,78.0
8597,85,8.246,2,4,3,30,11,2,8,0,24.0
8598,85,10.296,2,4,3,23,15,9,8,0,38.0
8599,85,14.318,2,4,3,14,3,18,8,11,54.0
8600,86,10.77,14,32,4,10,4,2,0,10,16.0
8601,86,13.0,14,32,4,0,17,32,0,1,24.0
8602,86,30.083,14,32,4,9,5,3,0,0,83.0
8603,86,21.213,14,32,4,21,1,11,0,17,51.0
8604,86,22.023,14,32,4,22,1,2,0,13,55.0
8605,86,32.573,14,32,4,31,7,1,0,4,94.0
8606,86,8.062,14,32,4,7,0,25,0,18,12.0
8607,86,5.385,14,32,4,5,6,18,0,12,7.0
8608,86,26.627,14,32,4,22,15,10,0,0,74.0
8609,86,11.0,14,32,4,11,0,21,0,14,17.0
8610,86,24.083,14,32,4,24,2,8,0,16,60.0
8611,86,14.318,14,32,4,14,1,18,0,17,30.0
8612,86,24.187,14,32,4,24,0,8,0,11,61.0
8613,86,25.06,14,32,4,11,12,10,0,2,66.0
8614,86,24.0,14,32,4,24,0,8,0,14,59.0
8615,86,5.385,14,32,4,2,9,0,0,4,7.0
8616,86,1.0,14,32,4,1,4,31,0,14,0.0
8617,86,11.18,14,32,4,11,2,21,0,16,18.0
8618,86,30.083,14,32,4,28,8,4,0,3,83.0
8619,86,15.524,14,32,4,4,2,28,0,0,34.0
8620,86,32.985,14,32,4,12,12,0,0,0,95.0
8621,86,30.017,14,32,4,26,12,6,0,0,82.0
8622,86,31.048,14,32,4,10,5,2,0,0,88.0
8623,86,33.838,14,32,4,32,15,0,0,3,97.0
8624,86,22.361,14,32,4,22,0,10,0,18,56.0
8625,86,14.036,14,32,4,14,1,10,0,13,29.0
8626,86,19.849,14,32,4,15,4,17,0,1,47.0
8627,86,19.416,14,32,4,19,0,13,0,18,45.0
8628,86,5.0,14,32,4,5,4,27,0,14,5.0
8629,86,19.416,14,32,4,19,0,13,0,18,45.0
8630,86,24.187,14,32,4,24,1,8,0,17,61.0
8631,86,13.038,14,32,4,1,17,31,0,1,26.0
8632,86,15.811,14,32,4,5,2,27,0,0,35.0
8633,86,14.0,14,32,4,14,0,18,0,14,28.0
8634,86,5.831,14,32,4,5,1,27,0,17,10.0
8635,86,3.0,14,32,4,0,7,32,0,11,4.0
8636,86,17.029,14,32,4,13,2,19,0,3,40.0
8637,86,27.313,14,32,4,25,8,7,0,3,77.0
8638,86,25.318,14,32,4,25,0,7,0,18,68.0
8639,86,32.558,14,32,4,12,10,0,0,2,93.0
8640,86,12.042,14,32,4,3,8,3,0,0,23.0
8641,86,33.106,14,32,4,30,11,2,0,0,96.0
8642,86,31.385,14,32,4,18,9,3,0,2,91.0
8643,86,17.0,14,32,4,17,0,15,0,14,39.0
8644,86,11.18,14,32,4,5,5,2,0,4,18.0
8645,86,16.643,14,32,4,9,1,23,0,0,38.0
8646,86,21.932,14,32,4,16,6,16,0,0,53.0
8647,86,11.662,14,32,4,4,6,2,0,2,22.0
8648,86,29.12,14,32,4,8,5,4,0,0,80.0
8649,86,26.833,14,32,4,13,9,8,0,2,75.0
8650,86,21.932,14,32,4,14,9,12,0,0,53.0
8651,86,30.806,14,32,4,10,4,2,0,1,86.0
8652,86,2.236,14,32,4,2,3,5,0,0,3.0
8653,86,1.414,14,32,4,1,3,6,0,0,2.0
8654,86,31.305,14,32,4,28,11,4,0,0,90.0
8655,86,18.028,14,32,4,15,1,17,0,4,41.0
8656,86,14.866,14,32,4,11,10,21,0,4,31.0
8657,86,21.024,14,32,4,21,1,3,0,13,49.0
8658,86,16.279,14,32,4,16,3,16,0,11,36.0
8659,86,31.016,14,32,4,6,3,1,0,0,87.0
8660,86,19.235,14,32,4,11,0,15,0,0,44.0
8661,86,10.296,14,32,4,4,5,3,0,4,14.0
8662,86,24.331,14,32,4,24,0,8,0,18,63.0
8663,86,34.176,14,32,4,21,16,0,0,2,98.0
8664,86,14.866,14,32,4,11,10,21,0,4,31.0
8665,86,11.402,14,32,4,3,7,3,0,1,21.0
8666,86,21.024,14,32,4,21,1,3,0,13,49.0
8667,86,13.0,14,32,4,7,5,0,0,4,24.0
8668,86,13.601,14,32,4,13,0,19,0,18,27.0
8669,86,11.314,14,32,4,2,8,4,0,0,20.0
8670,86,25.942,14,32,4,12,12,9,0,2,71.0
8671,86,26.571,14,32,4,19,6,7,0,0,73.0
8672,86,24.515,14,32,4,4,2,8,0,4,64.0
8673,86,27.459,14,32,4,23,15,9,0,0,78.0
8674,86,5.385,14,32,4,5,2,27,0,16,7.0
8675,86,15.033,14,32,4,15,1,9,0,13,33.0
8676,86,25.495,14,32,4,23,11,9,0,3,69.0
8677,86,32.202,14,32,4,29,11,3,0,0,92.0
8678,86,25.179,14,32,4,25,1,7,0,17,67.0
8679,86,19.026,14,32,4,19,1,5,0,13,42.0
8680,86,23.77,14,32,4,3,6,9,0,2,58.0
8681,86,29.967,14,32,4,27,10,5,0,1,81.0
8682,86,35.341,14,32,4,32,19,0,0,0,99.0
8683,86,20.0,14,32,4,20,0,12,0,14,48.0
8684,86,16.279,14,32,4,0,12,21,0,2,36.0
8685,86,7.071,14,32,4,7,5,17,0,13,11.0
8686,86,27.019,14,32,4,2,3,5,0,0,76.0
8687,86,1.0,14,32,4,1,4,31,0,14,0.0
8688,86,10.44,14,32,4,3,0,29,0,4,15.0
8689,86,8.944,14,32,4,8,4,4,0,10,13.0
8690,86,5.099,14,32,4,5,3,2,0,0,6.0
8691,86,23.022,14,32,4,23,1,1,0,13,57.0
8692,86,26.476,14,32,4,6,2,6,0,4,72.0
8693,86,30.594,14,32,4,10,3,2,0,2,85.0
8694,86,24.515,14,32,4,4,2,8,0,4,64.0
8695,86,19.105,14,32,4,19,2,13,0,16,43.0
8696,86,28.178,14,32,4,25,10,7,0,1,79.0
8697,86,25.554,14,32,4,22,13,10,0,1,70.0
8698,86,31.145,14,32,4,31,1,1,0,17,89.0
8699,86,21.541,14,32,4,0,8,12,0,0,52.0
8700,87,30.364,1,3,4,0,2,32,9,16,99.0
8701,87,9.22,1,3,4,31,2,1,9,16,32.0
8702,87,20.248,1,3,4,10,0,22,9,14,72.0
8703,87,2.236,1,3,4,10,2,2,9,4,3.0
8704,87,14.765,1,3,4,16,5,16,9,0,45.0
8705,87,22.136,1,3,4,8,0,24,9,14,77.0
8706,87,10.63,1,3,4,22,15,10,9,0,35.0
8707,87,17.464,1,3,4,13,5,19,9,0,54.0
8708,87,18.974,1,3,4,11,13,21,9,1,64.0
8709,87,10.198,1,3,4,31,1,1,9,17,34.0
8710,87,8.062,1,3,4,30,12,2,9,0,22.0
8711,87,6.083,1,3,4,3,6,9,9,2,15.0
8712,87,17.464,1,3,4,12,3,20,9,11,54.0
8713,87,8.246,1,3,4,6,3,1,9,0,23.0
8714,87,17.263,1,3,4,12,10,20,9,4,52.0
8715,87,9.0,1,3,4,0,7,12,9,1,30.0
8716,87,20.224,1,3,4,9,10,23,9,4,71.0
8717,87,8.246,1,3,4,6,3,1,9,0,23.0
8718,87,6.708,1,3,4,23,10,9,9,4,16.0
8719,87,2.0,1,3,4,23,6,3,9,0,1.0
8720,87,5.831,1,3,4,24,7,8,9,4,14.0
8721,87,6.708,1,3,4,1,5,0,9,13,16.0
8722,87,29.155,1,3,4,0,14,32,9,4,93.0
8723,87,25.0,1,3,4,5,1,27,9,0,82.0
8724,87,4.472,1,3,4,31,8,1,9,3,9.0
8725,87,26.476,1,3,4,3,6,20,9,12,86.0
8726,87,3.0,1,3,4,12,11,0,9,1,4.0
8727,87,19.235,1,3,4,10,4,2,9,10,67.0
8728,87,29.069,1,3,4,0,13,2,9,0,91.0
8729,87,26.249,1,3,4,4,2,28,9,0,85.0
8730,87,22.023,1,3,4,1,10,5,9,2,75.0
8731,87,15.232,1,3,4,15,1,9,9,13,46.0
8732,87,23.77,1,3,4,7,2,25,9,16,80.0
8733,87,19.313,1,3,4,11,0,21,9,14,69.0
8734,87,29.12,1,3,4,1,3,6,9,0,92.0
8735,87,28.0,1,3,4,1,11,1,9,1,90.0
8736,87,20.591,1,3,4,11,1,21,9,17,73.0
8737,87,3.162,1,3,4,10,1,2,9,10,5.0
8738,87,8.246,1,3,4,1,5,11,9,4,23.0
8739,87,20.025,1,3,4,3,8,3,9,0,70.0
8740,87,27.313,1,3,4,4,0,28,9,18,89.0
8741,87,9.055,1,3,4,0,8,12,9,0,31.0
8742,87,15.232,1,3,4,15,4,17,9,1,46.0
8743,87,3.162,1,3,4,8,1,4,9,10,5.0
8744,87,23.409,1,3,4,7,3,0,9,0,79.0
8745,87,14.318,1,3,4,16,1,8,9,13,44.0
8746,87,29.732,1,3,4,1,1,31,9,17,97.0
8747,87,10.63,1,3,4,21,0,11,9,14,35.0
8748,87,16.401,1,3,4,16,1,16,9,17,49.0
8749,87,10.817,1,3,4,23,2,9,9,16,37.0
8750,87,18.358,1,3,4,13,2,19,9,16,61.0
8751,87,4.0,1,3,4,5,4,7,9,1,7.0
8752,87,17.263,1,3,4,12,10,20,9,4,52.0
8753,87,16.125,1,3,4,7,0,19,9,0,48.0
8754,87,29.614,1,3,4,0,5,24,9,13,96.0
8755,87,18.028,1,3,4,12,1,12,9,13,60.0
8756,87,19.235,1,3,4,10,4,2,9,10,67.0
8757,87,12.649,1,3,4,17,3,15,9,11,40.0
8758,87,24.187,1,3,4,5,0,27,9,4,81.0
8759,87,16.492,1,3,4,13,2,19,9,3,50.0
8760,87,13.928,1,3,4,5,3,16,9,2,43.0
8761,87,17.029,1,3,4,6,6,0,9,2,51.0
8762,87,17.72,1,3,4,1,12,20,9,2,59.0
8763,87,17.464,1,3,4,12,11,20,9,3,54.0
8764,87,4.123,1,3,4,30,0,2,9,11,8.0
8765,87,27.019,1,3,4,2,10,0,9,2,88.0
8766,87,7.81,1,3,4,23,2,0,9,12,21.0
8767,87,26.926,1,3,4,4,1,28,9,17,87.0
8768,87,9.22,1,3,4,23,14,9,9,0,32.0
8769,87,4.472,1,3,4,5,2,7,9,4,9.0
8770,87,29.428,1,3,4,0,16,2,9,2,95.0
8771,87,8.544,1,3,4,21,10,11,9,4,27.0
8772,87,25.71,1,3,4,4,5,20,9,13,84.0
8773,87,17.464,1,3,4,12,3,20,9,11,54.0
8774,87,12.806,1,3,4,21,1,11,9,17,42.0
8775,87,4.472,1,3,4,19,6,7,9,0,9.0
8776,87,0.0,1,3,4,9,4,3,9,1,0.0
8777,87,12.649,1,3,4,17,2,15,9,3,40.0
8778,87,7.211,1,3,4,25,10,7,9,1,18.0
8779,87,8.602,1,3,4,22,2,1,9,12,28.0
8780,87,23.345,1,3,4,6,7,26,9,11,78.0
8781,87,17.464,1,3,4,12,3,20,9,11,54.0
8782,87,25.318,1,3,4,4,1,28,9,3,83.0
8783,87,5.0,1,3,4,32,7,0,9,11,13.0
8784,87,8.485,1,3,4,23,13,9,9,1,26.0
8785,87,4.472,1,3,4,27,8,5,9,3,9.0
8786,87,18.601,1,3,4,14,0,18,9,18,63.0
8787,87,18.439,1,3,4,11,11,21,9,3,62.0
8788,87,8.602,1,3,4,11,12,10,9,2,28.0
8789,87,2.0,1,3,4,23,6,3,9,0,1.0
8790,87,12.369,1,3,4,17,1,15,9,4,39.0
8791,87,7.616,1,3,4,2,4,10,9,10,19.0
8792,87,29.833,1,3,4,0,18,32,9,0,98.0
8793,87,21.932,1,3,4,9,2,23,9,16,74.0
8794,87,29.411,1,3,4,1,2,31,9,16,94.0
8795,87,12.207,1,3,4,19,0,13,9,14,38.0
8796,87,7.616,1,3,4,26,11,6,9,0,19.0
8797,87,19.105,1,3,4,5,5,2,9,4,66.0
8798,87,22.023,1,3,4,1,12,5,9,0,75.0
8799,87,18.974,1,3,4,11,13,21,9,1,64.0
8800,88,3.162,12,7,2,19,1,5,16,13,4.0
8801,88,7.211,12,7,2,10,2,22,16,16,24.0
8802,88,9.849,12,7,2,12,11,20,16,3,45.0
8803,88,14.56,12,7,2,30,2,2,16,16,72.0
8804,88,16.763,12,7,2,0,1,32,16,17,93.0
8805,88,9.055,12,7,2,25,0,7,16,11,37.0
8806,88,13.038,12,7,2,23,13,9,16,1,63.0
8807,88,13.342,12,7,2,3,3,4,16,0,66.0
8808,88,10.05,12,7,2,6,5,18,16,13,46.0
8809,88,17.464,12,7,2,0,13,2,16,0,95.0
8810,88,8.602,12,7,2,3,7,3,16,1,32.0
8811,88,16.492,12,7,2,0,10,2,16,2,91.0
8812,88,5.099,12,7,2,21,1,3,16,13,11.0
8813,88,14.765,12,7,2,9,2,23,16,0,74.0
8814,88,18.868,12,7,2,0,16,2,16,2,98.0
8815,88,9.22,12,7,2,7,8,5,16,10,39.0
8816,88,7.071,12,7,2,9,1,15,16,13,21.0
8817,88,7.071,12,7,2,9,1,15,16,13,21.0
8818,88,13.416,12,7,2,28,0,4,16,18,67.0
8819,88,14.866,12,7,2,6,0,26,16,1,75.0
8820,88,13.153,12,7,2,3,4,29,16,14,65.0
8821,88,14.142,12,7,2,2,4,30,16,14,71.0
8822,88,10.05,12,7,2,4,3,17,16,2,46.0
8823,88,8.602,12,7,2,3,7,9,16,1,32.0
8824,88,5.0,12,7,2,7,5,0,16,4,8.0
8825,88,5.099,12,7,2,21,3,11,16,11,11.0
8826,88,12.042,12,7,2,8,11,24,16,3,57.0
8827,88,8.0,12,7,2,8,2,15,16,12,29.0
8828,88,16.279,12,7,2,5,1,27,16,0,86.0
8829,88,6.403,12,7,2,12,1,20,16,17,16.0
8830,88,10.817,12,7,2,7,0,25,16,18,51.0
8831,88,16.279,12,7,2,0,9,2,16,4,86.0
8832,88,16.0,12,7,2,0,6,0,16,12,82.0
8833,88,6.708,12,7,2,13,0,19,16,18,18.0
8834,88,7.616,12,7,2,3,5,9,16,4,28.0
8835,88,11.18,12,7,2,26,1,6,16,17,53.0
8836,88,11.18,12,7,2,14,4,18,16,1,53.0
8837,88,8.246,12,7,2,8,4,4,16,10,31.0
8838,88,9.434,12,7,2,4,4,8,16,1,41.0
8839,88,8.062,12,7,2,8,3,24,16,11,30.0
8840,88,5.0,12,7,2,19,2,13,16,16,8.0
8841,88,3.0,12,7,2,19,2,4,16,12,2.0
8842,88,17.088,12,7,2,12,12,0,16,0,94.0
8843,88,9.434,12,7,2,21,10,11,16,4,41.0
8844,88,9.22,12,7,2,23,0,9,16,18,39.0
8845,88,5.0,12,7,2,11,2,12,16,12,8.0
8846,88,11.402,12,7,2,13,4,19,16,1,55.0
8847,88,2.828,12,7,2,18,0,14,16,14,1.0
8848,88,14.036,12,7,2,30,0,2,16,11,69.0
8849,88,3.162,12,7,2,19,3,13,16,11,4.0
8850,88,8.944,12,7,2,8,2,24,16,16,35.0
8851,88,16.155,12,7,2,1,0,31,16,18,84.0
8852,88,9.487,12,7,2,7,3,0,16,0,44.0
8853,88,12.042,12,7,2,25,7,7,16,4,57.0
8854,88,7.28,12,7,2,9,4,3,16,10,27.0
8855,88,16.125,12,7,2,12,8,0,16,10,83.0
8856,88,6.708,12,7,2,13,0,19,16,18,18.0
8857,88,16.279,12,7,2,28,10,4,16,1,86.0
8858,88,12.806,12,7,2,26,7,6,16,4,61.0
8859,88,15.033,12,7,2,0,5,1,16,13,76.0
8860,88,16.401,12,7,2,18,9,3,16,2,89.0
8861,88,6.0,12,7,2,16,0,16,16,18,14.0
8862,88,16.155,12,7,2,31,0,1,16,18,84.0
8863,88,5.831,12,7,2,6,5,1,16,4,13.0
8864,88,7.211,12,7,2,6,8,0,16,0,24.0
8865,88,3.0,12,7,2,13,2,10,16,12,2.0
8866,88,10.198,12,7,2,3,3,18,16,2,48.0
8867,88,8.602,12,7,2,9,1,23,16,17,32.0
8868,88,16.492,12,7,2,32,2,0,16,16,91.0
8869,88,9.055,12,7,2,25,0,7,16,11,37.0
8870,88,17.692,12,7,2,29,11,3,16,0,96.0
8871,88,15.811,12,7,2,3,1,29,16,3,80.0
8872,88,15.133,12,7,2,1,4,31,16,14,77.0
8873,88,18.385,12,7,2,29,12,3,16,0,97.0
8874,88,10.77,12,7,2,6,2,26,16,16,50.0
8875,88,15.524,12,7,2,11,3,1,16,2,78.0
8876,88,13.038,12,7,2,29,0,3,16,11,63.0
8877,88,13.601,12,7,2,8,0,24,16,1,68.0
8878,88,16.401,12,7,2,26,12,6,16,0,89.0
8879,88,7.211,12,7,2,2,6,10,16,2,24.0
8880,88,12.806,12,7,2,13,9,8,16,2,61.0
8881,88,6.325,12,7,2,10,0,22,16,14,15.0
8882,88,4.472,12,7,2,12,0,20,16,14,6.0
8883,88,14.036,12,7,2,2,5,22,16,13,69.0
8884,88,20.0,12,7,2,32,18,0,16,0,99.0
8885,88,9.434,12,7,2,2,7,4,16,1,41.0
8886,88,15.62,12,7,2,6,1,26,16,0,79.0
8887,88,11.402,12,7,2,1,13,25,16,0,55.0
8888,88,6.403,12,7,2,12,1,20,16,17,16.0
8889,88,15.811,12,7,2,29,8,3,16,3,80.0
8890,88,10.198,12,7,2,7,3,14,16,2,48.0
8891,88,12.53,12,7,2,10,0,22,16,1,59.0
8892,88,4.472,12,7,2,12,0,20,16,14,6.0
8893,88,1.414,12,7,2,17,3,15,16,11,0.0
8894,88,12.53,12,7,2,5,0,27,16,18,59.0
8895,88,7.071,12,7,2,1,7,11,16,1,21.0
8896,88,14.56,12,7,2,30,2,2,16,16,72.0
8897,88,10.817,12,7,2,25,0,7,16,18,51.0
8898,88,6.708,12,7,2,19,0,13,16,18,18.0
8899,88,8.944,12,7,2,24,2,8,16,16,35.0
8900,89,21.095,0,9,9,2,11,0,17,1,82.0
8901,89,9.849,0,9,9,32,17,0,17,1,41.0
8902,89,6.325,0,9,9,9,4,3,17,1,19.0
8903,89,21.471,0,9,9,4,3,3,17,0,86.0
8904,89,13.928,0,9,9,28,0,4,17,18,54.0
8905,89,7.0,0,9,9,23,2,0,17,12,24.0
8906,89,8.0,0,9,9,9,0,17,17,0,29.0
8907,89,13.342,0,9,9,20,0,12,17,18,52.0
8908,89,12.083,0,9,9,12,14,20,17,0,48.0
8909,89,3.0,0,9,9,12,12,9,17,2,7.0
8910,89,22.091,0,9,9,1,15,31,17,3,90.0
8911,89,17.464,0,9,9,1,9,6,17,4,70.0
8912,89,9.487,0,9,9,21,16,0,17,2,39.0
