,point_idx,dist_around,center_left,center_bottom,center_right,random_up,random_right,random_bottom,center_up,random_left,dist_index_sort
5861,58,22.804,18,22,0,28,7,4,10,4,87.0
5862,58,12.042,18,22,0,1,8,11,10,10,36.0
5863,58,1.414,18,22,0,9,1,23,10,17,0.0
5864,58,19.313,18,22,0,28,0,4,10,11,74.0
5865,58,15.232,18,22,0,16,1,16,10,4,50.0
5866,58,22.204,18,22,0,7,3,0,10,0,84.0
5867,58,14.866,18,22,0,24,1,0,10,13,46.0
5868,58,10.0,18,22,0,20,0,12,10,18,25.0
5869,58,14.142,18,22,0,24,2,8,10,16,43.0
5870,58,27.803,18,22,0,32,17,0,10,1,99.0
5871,58,20.518,18,22,0,24,8,8,10,3,79.0
5872,58,6.403,18,22,0,15,0,17,10,14,9.0
5873,58,22.204,18,22,0,22,6,4,10,0,84.0
5874,58,11.045,18,22,0,3,7,3,10,1,32.0
5875,58,8.944,18,22,0,18,0,14,10,14,21.0
5876,58,18.248,18,22,0,3,3,4,10,0,67.0
5877,58,8.246,18,22,0,18,2,14,10,16,17.0
5878,58,20.616,18,22,0,20,6,6,10,0,80.0
5879,58,25.239,18,22,0,31,7,1,10,4,95.0
5880,58,18.111,18,22,0,8,1,24,10,0,63.0
5881,58,21.471,18,22,0,9,3,3,10,2,82.0
5882,58,6.403,18,22,0,15,0,17,10,14,9.0
5883,58,10.0,18,22,0,0,0,32,10,18,25.0
5884,58,6.0,18,22,0,4,0,28,10,18,7.0
5885,58,18.868,18,22,0,6,3,6,10,2,69.0
5886,58,15.033,18,22,0,25,1,7,10,17,47.0
5887,58,17.464,18,22,0,26,0,6,10,11,59.0
5888,58,18.788,18,22,0,18,4,14,10,1,68.0
5889,58,4.123,18,22,0,9,0,23,10,14,3.0
5890,58,19.209,18,22,0,5,5,7,10,0,72.0
5891,58,17.493,18,22,0,5,2,7,10,4,61.0
5892,58,9.055,18,22,0,4,5,3,10,4,23.0
5893,58,19.723,18,22,0,0,17,32,10,1,77.0
5894,58,8.602,18,22,0,17,1,7,10,13,20.0
5895,58,19.209,18,22,0,5,5,7,10,0,72.0
5896,58,18.111,18,22,0,8,1,24,10,0,63.0
5897,58,2.236,18,22,0,8,1,24,10,17,1.0
5898,58,23.324,18,22,0,10,5,2,10,0,88.0
5899,58,12.042,18,22,0,5,8,1,10,0,36.0
5900,59,13.454,0,14,0,28,4,4,12,14,74.0
5901,59,10.296,0,14,0,13,0,19,12,14,43.0
5902,59,17.72,0,14,0,1,8,11,12,10,95.0
5903,59,6.325,0,14,0,24,8,8,12,3,16.0
5904,59,16.401,0,14,0,8,0,24,12,18,86.0
5905,59,7.81,0,14,0,23,3,9,12,11,33.0
5906,59,20.248,0,14,0,1,2,31,12,16,99.0
5907,59,6.325,0,14,0,4,4,8,12,1,16.0
5908,59,13.0,0,14,0,6,8,6,12,10,65.0
5909,59,10.296,0,14,0,23,0,9,12,14,43.0
5910,59,6.083,0,14,0,17,6,15,12,0,12.0
5911,59,17.117,0,14,0,1,11,1,12,1,92.0
5912,59,7.28,0,14,0,5,7,1,12,1,27.0
5913,59,10.0,0,14,0,2,9,24,12,0,41.0
5914,59,7.616,0,14,0,0,12,21,12,2,30.0
5915,59,5.831,0,14,0,12,12,9,12,2,9.0
5916,59,2.236,0,14,0,0,8,12,12,0,2.0
5917,59,10.817,0,14,0,27,12,5,12,0,47.0
5918,59,15.556,0,14,0,7,2,25,12,16,83.0
5919,59,6.325,0,14,0,16,6,16,12,0,16.0
5920,59,13.0,0,14,0,30,11,2,12,0,65.0
5921,59,6.0,0,14,0,18,6,8,12,0,10.0
5922,59,6.0,0,14,0,18,3,14,12,11,10.0
5923,59,12.369,0,14,0,21,1,11,12,17,60.0
5924,59,7.81,0,14,0,12,14,20,12,0,33.0
5925,59,12.166,0,14,0,16,1,16,12,17,59.0
5926,59,6.083,0,14,0,19,6,13,12,0,12.0
5927,59,16.031,0,14,0,2,12,0,12,0,84.0
5928,59,8.485,0,14,0,24,0,8,12,11,37.0
5929,59,11.402,0,14,0,21,2,11,12,16,52.0
5930,59,7.211,0,14,0,22,15,10,12,0,25.0
5931,59,15.232,0,14,0,32,19,0,12,0,82.0
5932,59,11.402,0,14,0,15,2,17,12,16,52.0
5933,59,6.403,0,14,0,23,13,9,12,1,21.0
5934,59,4.123,0,14,0,22,10,10,12,4,6.0
5935,59,12.042,0,14,0,10,0,22,12,14,55.0
5936,59,17.692,0,14,0,30,0,2,12,18,93.0
5937,59,14.866,0,14,0,12,8,0,12,10,80.0
5938,59,6.708,0,14,0,21,15,11,12,0,22.0
5939,59,12.369,0,14,0,21,1,11,12,17,60.0
5940,59,13.038,0,14,0,17,0,15,12,18,68.0
5941,59,12.042,0,14,0,10,0,22,12,14,55.0
5942,59,5.385,0,14,0,20,14,12,12,0,8.0
5943,59,10.77,0,14,0,3,5,4,12,4,46.0
5944,59,7.616,0,14,0,21,2,2,12,12,30.0
5945,59,14.765,0,14,0,25,0,7,12,18,79.0
5946,59,16.401,0,14,0,8,0,24,12,18,86.0
5947,59,13.0,0,14,0,23,1,9,12,17,65.0
5948,59,7.0,0,14,0,18,2,5,12,12,24.0
5949,59,16.553,0,14,0,3,6,20,12,12,89.0
5950,59,8.544,0,14,0,15,1,9,12,13,40.0
5951,59,10.05,0,14,0,28,7,4,12,4,42.0
5952,59,2.828,0,14,0,0,7,12,12,1,3.0
5953,59,8.062,0,14,0,6,5,6,12,0,35.0
5954,59,12.369,0,14,0,15,1,17,12,17,60.0
5955,59,1.0,0,14,0,13,0,13,12,0,0.0
5956,59,8.485,0,14,0,24,12,8,12,0,37.0
5957,59,18.248,0,14,0,0,16,2,12,2,97.0
5958,59,13.416,0,14,0,30,0,2,12,11,71.0
5959,59,6.325,0,14,0,12,11,20,12,3,16.0
5960,59,14.866,0,14,0,4,8,8,12,10,80.0
5961,59,7.616,0,14,0,15,2,8,12,12,30.0
5962,59,13.454,0,14,0,8,0,24,12,14,74.0
5963,59,16.401,0,14,0,6,3,1,12,0,86.0
5964,59,11.662,0,14,0,8,3,24,12,11,54.0
5965,59,12.53,0,14,0,7,2,25,12,0,63.0
5966,59,8.062,0,14,0,17,1,7,12,13,35.0
5967,59,13.416,0,14,0,6,2,26,12,0,71.0
5968,59,10.296,0,14,0,9,4,3,12,10,43.0
5969,59,13.038,0,14,0,7,6,16,12,12,68.0
5970,59,7.211,0,14,0,22,15,10,12,0,25.0
5971,59,11.045,0,14,0,17,2,15,12,16,49.0
5972,59,2.0,0,14,0,14,9,12,12,0,1.0
5973,59,6.708,0,14,0,13,9,8,12,2,22.0
5974,59,13.416,0,14,0,24,1,8,12,17,71.0
5975,59,7.28,0,14,0,16,2,7,12,12,27.0
5976,59,2.828,0,14,0,20,11,12,12,3,3.0
5977,59,6.325,0,14,0,4,4,8,12,1,16.0
5978,59,17.029,0,14,0,29,0,3,12,18,91.0
5979,59,13.601,0,14,0,10,2,22,12,16,76.0
5980,59,13.342,0,14,0,15,0,17,12,18,70.0
5981,59,14.142,0,14,0,32,15,0,12,3,78.0
5982,59,19.849,0,14,0,3,0,29,12,18,98.0
5983,59,11.18,0,14,0,7,15,25,12,3,50.0
5984,59,12.042,0,14,0,10,0,22,12,14,55.0
5985,59,16.643,0,14,0,4,4,28,12,14,90.0
5986,59,6.083,0,14,0,17,3,15,12,11,12.0
5987,59,3.162,0,14,0,8,3,13,12,2,5.0
5988,59,10.817,0,14,0,27,12,5,12,0,47.0
5989,59,12.042,0,14,0,10,5,2,12,0,55.0
5990,59,6.083,0,14,0,19,3,13,12,11,12.0
5991,59,12.649,0,14,0,22,1,10,12,17,64.0
5992,59,7.28,0,14,0,16,2,7,12,12,27.0
5993,59,4.472,0,14,0,0,5,12,12,4,7.0
5994,59,17.692,0,14,0,30,0,2,12,18,93.0
5995,59,8.485,0,14,0,24,0,8,12,11,37.0
5996,59,13.601,0,14,0,0,9,7,12,4,76.0
5997,59,18.028,0,14,0,3,3,4,12,0,96.0
5998,59,16.031,0,14,0,2,14,30,12,4,84.0
5999,59,11.18,0,14,0,8,4,4,12,10,50.0
6000,60,22.136,0,29,1,4,4,8,3,1,68.0
6001,60,22.361,0,29,1,25,7,7,3,4,69.0
6002,60,15.133,0,29,1,5,3,2,3,0,36.0
6003,60,23.345,0,29,1,19,1,13,3,17,74.0
6004,60,10.44,0,29,1,0,8,12,3,10,24.0
6005,60,10.05,0,29,1,13,6,19,3,0,20.0
6006,60,27.659,0,29,1,10,5,2,3,0,88.0
6007,60,17.692,0,29,1,15,1,9,3,13,50.0
6008,60,17.029,0,29,1,20,15,12,3,0,44.0
6009,60,15.133,0,29,1,5,3,2,3,0,36.0
6010,60,17.263,0,29,1,0,1,32,3,17,48.0
6011,60,24.0,0,29,1,27,11,5,3,0,76.0
6012,60,17.804,0,29,1,14,0,18,3,14,53.0
6013,60,22.361,0,29,1,25,7,7,3,4,69.0
6014,60,11.18,0,29,1,8,4,4,3,10,27.0
6015,60,17.029,0,29,1,16,3,16,3,11,44.0
6016,60,12.166,0,29,1,4,3,17,3,2,31.0
6017,60,9.22,0,29,1,3,7,3,3,1,19.0
6018,60,3.606,0,29,1,0,16,2,3,2,4.0
6019,60,33.287,0,29,1,31,0,1,3,18,99.0
6020,60,22.472,0,29,1,4,3,8,3,2,71.0
6021,60,13.038,0,29,1,4,5,20,3,13,33.0
6022,60,22.023,0,29,1,25,12,7,3,0,66.0
6023,60,5.099,0,29,1,8,2,24,3,0,8.0
6024,60,20.125,0,29,1,1,5,11,3,4,60.0
6025,60,16.0,0,29,1,19,5,13,3,0,39.0
6026,60,19.105,0,29,1,11,12,10,3,2,56.0
6027,60,21.024,0,29,1,24,10,8,3,1,64.0
6028,60,29.428,0,29,1,26,13,0,3,0,93.0
6029,60,16.125,0,29,1,8,3,13,3,2,41.0
6030,60,17.029,0,29,1,20,15,12,3,0,44.0
6031,60,8.062,0,29,1,1,11,5,3,1,13.0
6032,60,10.296,0,29,1,3,5,4,3,4,23.0
6033,60,27.459,0,29,1,24,6,2,3,0,87.0
6034,60,20.881,0,29,1,3,8,9,3,0,63.0
6035,60,25.612,0,29,1,23,2,9,3,16,82.0
6036,60,11.402,0,29,1,5,5,2,3,4,28.0
6037,60,10.198,0,29,1,1,8,11,3,10,21.0
6038,60,20.125,0,29,1,12,0,20,3,18,60.0
6039,60,17.263,0,29,1,0,1,32,3,17,48.0
6040,60,27.893,0,29,1,10,4,2,3,1,90.0
6041,60,8.602,0,29,1,2,7,4,3,1,16.0
6042,60,8.944,0,29,1,11,10,21,3,4,17.0
6043,60,19.849,0,29,1,18,1,6,3,13,58.0
6044,60,4.472,0,29,1,1,14,31,3,4,6.0
6045,60,23.601,0,29,1,22,0,10,3,14,75.0
6046,60,21.26,0,29,1,17,2,15,3,16,65.0
6047,60,20.025,0,29,1,23,13,9,3,1,59.0
6048,60,13.153,0,29,1,5,3,16,3,2,34.0
6049,60,13.601,0,29,1,11,3,21,3,11,35.0
6050,60,26.476,0,29,1,23,6,3,3,0,85.0
6051,60,24.698,0,29,1,6,2,6,3,4,78.0
6052,60,31.016,0,29,1,32,7,0,3,11,97.0
6053,60,10.198,0,29,1,5,8,7,3,10,21.0
6054,60,1.0,0,29,1,3,0,29,3,1,0.0
6055,60,16.401,0,29,1,13,1,11,3,13,42.0
6056,60,17.205,0,29,1,13,0,19,3,14,47.0
6057,60,26.077,0,29,1,18,9,3,3,2,83.0
6058,60,15.524,0,29,1,18,1,14,3,4,38.0
6059,60,27.659,0,29,1,10,5,2,3,0,88.0
6060,60,26.926,0,29,1,9,4,3,3,1,86.0
6061,60,32.65,0,29,1,7,3,0,3,0,98.0
6062,60,29.155,0,29,1,3,3,4,3,0,91.0
6063,60,26.306,0,29,1,29,7,3,3,4,84.0
6064,60,20.616,0,29,1,17,9,9,3,0,62.0
6065,60,30.083,0,29,1,12,10,0,3,2,95.0
6066,60,16.763,0,29,1,13,0,13,3,0,43.0
6067,60,4.123,0,29,1,7,2,25,3,0,5.0
6068,60,19.416,0,29,1,14,2,18,3,16,57.0
6069,60,5.831,0,29,1,8,11,24,3,3,11.0
6070,60,22.091,0,29,1,14,9,7,3,2,67.0
6071,60,23.022,0,29,1,26,12,6,3,0,73.0
6072,60,3.162,0,29,1,0,17,32,3,1,2.0
6073,60,8.062,0,29,1,1,11,5,3,1,13.0
6074,60,29.411,0,29,1,11,2,1,3,4,92.0
6075,60,16.031,0,29,1,2,2,30,3,16,40.0
6076,60,24.042,0,29,1,6,4,6,3,1,77.0
6077,60,1.0,0,29,1,3,2,29,3,0,0.0
6078,60,30.871,0,29,1,0,5,1,3,13,96.0
6079,60,11.402,0,29,1,5,5,2,3,4,28.0
6080,60,17.692,0,29,1,15,1,9,3,13,50.0
6081,60,10.817,0,29,1,4,5,3,3,4,25.0
6082,60,6.325,0,29,1,1,12,1,3,0,12.0
6083,60,5.0,0,29,1,8,1,24,3,0,7.0
6084,60,12.042,0,29,1,15,6,17,3,0,30.0
6085,60,3.162,0,29,1,4,1,28,3,3,2.0
6086,60,24.839,0,29,1,22,2,10,3,16,80.0
6087,60,8.246,0,29,1,1,10,1,3,2,15.0
6088,60,18.601,0,29,1,18,3,14,3,11,55.0
6089,60,5.099,0,29,1,8,2,24,3,0,8.0
6090,60,10.817,0,29,1,6,8,0,3,0,25.0
6091,60,9.055,0,29,1,2,9,0,3,4,18.0
6092,60,25.495,0,29,1,22,1,10,3,17,81.0
6093,60,22.804,0,29,1,17,0,15,3,18,72.0
6094,60,5.385,0,29,1,1,13,1,3,0,10.0
6095,60,18.111,0,29,1,10,12,11,3,2,54.0
6096,60,17.692,0,29,1,16,2,7,3,12,50.0
6097,60,29.614,0,29,1,12,12,0,3,0,94.0
6098,60,12.53,0,29,1,9,3,23,3,11,32.0
6099,60,24.698,0,29,1,6,2,6,3,4,78.0
6100,61,11.045,14,15,0,3,3,4,17,0,44.0
6101,61,5.385,14,15,0,22,2,1,17,12,15.0
6102,61,12.166,14,15,0,29,2,3,17,16,54.0
6103,61,5.0,14,15,0,14,0,18,17,18,10.0
6104,61,10.817,14,15,0,6,3,6,17,2,42.0
6105,61,7.81,14,15,0,6,5,1,17,4,21.0
6106,61,12.042,14,15,0,6,5,6,17,0,51.0
6107,61,5.0,14,15,0,0,4,12,17,10,10.0
6108,61,16.643,14,15,0,26,11,6,17,0,88.0
6109,61,8.602,14,15,0,2,7,10,17,1,26.0
6110,61,6.403,14,15,0,12,4,0,17,10,16.0
6111,61,7.616,14,15,0,0,7,12,17,1,20.0
6112,61,4.243,14,15,0,20,1,12,17,17,7.0
6113,61,15.652,14,15,0,11,4,1,17,1,81.0
6114,61,12.649,14,15,0,9,1,3,17,10,56.0
6115,61,11.18,14,15,0,6,2,26,17,16,46.0
6116,61,13.038,14,15,0,8,4,4,17,1,60.0
6117,61,7.81,14,15,0,3,5,9,17,4,21.0
6118,61,14.142,14,15,0,3,2,29,17,16,70.0
6119,61,10.817,14,15,0,6,3,6,17,2,42.0
6120,61,13.454,14,15,0,1,13,25,17,0,65.0
6121,61,11.662,14,15,0,1,10,5,17,2,49.0
6122,61,2.236,14,15,0,18,2,14,17,16,1.0
6123,61,15.232,14,15,0,11,14,21,17,0,79.0
6124,61,13.038,14,15,0,10,11,22,17,3,60.0
6125,61,19.799,14,15,0,3,1,29,17,0,96.0
6126,61,2.236,14,15,0,16,2,16,17,16,1.0
6127,61,8.062,14,15,0,1,7,11,17,1,24.0
6128,61,9.487,14,15,0,26,1,6,17,17,32.0
6129,61,3.162,14,15,0,16,3,16,17,11,3.0
6130,61,14.0,14,15,0,31,4,1,17,14,68.0
6131,61,18.601,14,15,0,28,12,4,17,0,92.0
6132,61,10.63,14,15,0,4,8,2,17,0,39.0
6133,61,16.553,14,15,0,24,12,8,17,0,87.0
6134,61,12.166,14,15,0,29,2,3,17,16,54.0
6135,61,16.401,14,15,0,7,0,25,17,1,86.0
6136,61,18.385,14,15,0,0,11,2,17,1,91.0
6137,61,8.602,14,15,0,2,7,10,17,1,26.0
6138,61,14.866,14,15,0,22,14,10,17,0,75.0
6139,61,8.944,14,15,0,1,8,11,17,0,30.0
6140,61,0.0,14,15,0,17,0,15,17,14,0.0
6141,61,17.029,14,15,0,0,5,24,17,13,89.0
6142,61,5.0,14,15,0,12,0,20,17,14,10.0
6143,61,16.155,14,15,0,23,15,9,17,0,84.0
6144,61,14.0,14,15,0,31,4,1,17,14,68.0
6145,61,13.892,14,15,0,9,4,3,17,1,67.0
6146,61,12.649,14,15,0,29,0,3,17,18,56.0
6147,61,18.601,14,15,0,6,2,26,17,0,92.0
6148,61,13.038,14,15,0,0,11,6,17,1,60.0
6149,61,6.708,14,15,0,11,3,21,17,11,17.0
6150,61,20.616,14,15,0,1,17,31,17,1,97.0
6151,61,21.932,14,15,0,1,19,31,17,0,98.0
6152,61,14.318,14,15,0,14,5,18,17,0,73.0
6153,61,4.123,14,15,0,18,0,14,17,18,5.0
6154,61,14.866,14,15,0,27,8,5,17,3,75.0
6155,61,15.811,14,15,0,22,15,10,17,0,82.0
6156,61,19.209,14,15,0,29,12,3,17,0,94.0
6157,61,12.083,14,15,0,1,9,6,17,4,53.0
6158,61,5.099,14,15,0,22,1,2,17,13,13.0
6159,61,6.708,14,15,0,23,3,9,17,11,17.0
6160,61,10.63,14,15,0,5,4,7,17,1,39.0
6161,61,14.866,14,15,0,22,14,10,17,0,75.0
6162,61,7.81,14,15,0,6,6,0,17,2,21.0
6163,61,12.042,14,15,0,3,9,23,17,0,51.0
6164,61,4.123,14,15,0,21,1,3,17,13,5.0
6165,61,15.811,14,15,0,26,10,6,17,1,82.0
6166,61,12.649,14,15,0,2,3,19,17,2,56.0
6167,61,16.155,14,15,0,11,15,21,17,0,84.0
6168,61,10.05,14,15,0,16,1,16,17,4,37.0
6169,61,15.556,14,15,0,28,8,4,17,3,80.0
6170,61,4.472,14,15,0,21,2,2,17,12,8.0
6171,61,7.211,14,15,0,3,4,9,17,10,19.0
6172,61,11.18,14,15,0,15,2,17,17,3,46.0
6173,61,17.205,14,15,0,31,7,1,17,4,90.0
6174,61,10.0,14,15,0,7,4,25,17,14,36.0
6175,61,8.485,14,15,0,5,6,1,17,2,25.0
6176,61,19.209,14,15,0,2,16,0,17,2,94.0
6177,61,8.602,14,15,0,2,7,10,17,1,26.0
6178,61,8.602,14,15,0,2,7,10,17,1,26.0
6179,61,15.033,14,15,0,7,3,0,17,0,78.0
6180,61,4.472,14,15,0,13,2,19,17,16,8.0
6181,61,22.023,14,15,0,0,18,32,17,0,99.0
6182,61,14.213,14,15,0,22,6,4,17,0,71.0
6183,61,9.487,14,15,0,14,9,12,17,0,32.0
6184,61,11.045,14,15,0,18,2,14,17,3,44.0
6185,61,5.099,14,15,0,12,1,12,17,13,13.0
6186,61,10.77,14,15,0,27,0,5,17,18,41.0
6187,61,13.038,14,15,0,16,4,16,17,1,60.0
6188,61,10.44,14,15,0,14,1,18,17,4,38.0
6189,61,11.705,14,15,0,8,1,4,17,10,50.0
6190,61,3.606,14,15,0,20,2,3,17,12,4.0
6191,61,14.213,14,15,0,8,11,24,17,3,71.0
6192,61,12.728,14,15,0,2,9,24,17,0,59.0
6193,61,9.899,14,15,0,4,4,8,17,1,35.0
6194,61,9.22,14,15,0,9,0,17,17,0,31.0
6195,61,13.416,14,15,0,12,12,9,17,2,64.0
6196,61,13.454,14,15,0,8,10,24,17,4,65.0
6197,61,14.56,14,15,0,21,14,11,17,0,74.0
6198,61,9.849,14,15,0,15,9,11,17,0,34.0
6199,61,11.18,14,15,0,2,9,5,17,4,46.0
6200,62,2.828,14,17,0,13,2,19,15,16,0.0
6201,62,13.038,14,17,0,2,5,22,15,13,56.0
6202,62,10.817,14,17,0,3,9,23,15,0,35.0
6203,62,16.125,14,17,0,23,14,9,15,0,79.0
6204,62,11.18,14,17,0,4,6,19,15,12,41.0
6205,62,8.062,14,17,0,22,0,10,15,18,16.0
6206,62,16.971,14,17,0,16,9,5,15,2,90.0
6207,62,12.728,14,17,0,18,6,8,15,0,52.0
6208,62,6.708,14,17,0,21,1,11,15,17,10.0
6209,62,10.296,14,17,0,1,9,6,15,4,29.0
6210,62,6.708,14,17,0,9,3,23,15,11,10.0
6211,62,7.616,14,17,0,6,7,0,15,1,14.0
6212,62,14.318,14,17,0,21,13,11,15,1,61.0
6213,62,15.652,14,17,0,9,4,3,15,1,77.0
6214,62,10.296,14,17,0,14,9,12,15,0,29.0
6215,62,10.296,14,17,0,4,9,22,15,0,29.0
6216,62,9.487,14,17,0,6,1,26,15,17,23.0
6217,62,15.811,14,17,0,6,0,26,15,1,78.0
6218,62,9.487,14,17,0,24,0,8,15,11,23.0
6219,62,10.44,14,17,0,12,10,20,15,4,32.0
6220,62,16.125,14,17,0,7,1,25,15,0,79.0
6221,62,11.662,14,17,0,9,10,23,15,4,46.0
6222,62,16.643,14,17,0,24,11,8,15,0,88.0
6223,62,12.083,14,17,0,20,11,12,15,3,49.0
6224,62,20.0,14,17,0,20,9,1,15,2,97.0
6225,62,6.0,14,17,0,21,0,11,15,14,9.0
6226,62,18.028,14,17,0,0,14,32,15,4,94.0
6227,62,5.831,14,17,0,20,1,12,15,17,7.0
6228,62,11.045,14,17,0,16,2,16,15,3,39.0
6229,62,15.62,14,17,0,27,7,5,15,4,75.0
6230,62,16.553,14,17,0,8,2,24,15,0,86.0
6231,62,14.318,14,17,0,2,10,0,15,2,61.0
6232,62,16.643,14,17,0,1,13,1,15,0,88.0
6233,62,17.205,14,17,0,25,11,7,15,0,91.0
6234,62,4.0,14,17,0,15,0,17,15,18,4.0
6235,62,8.062,14,17,0,8,4,4,15,10,16.0
6236,62,12.728,14,17,0,0,13,26,15,0,52.0
6237,62,13.0,14,17,0,7,2,5,15,4,54.0
6238,62,15.62,14,17,0,14,9,7,15,2,75.0
6239,62,11.662,14,17,0,5,3,7,15,2,46.0
6240,62,13.892,14,17,0,7,4,5,15,1,57.0
6241,62,7.071,14,17,0,8,1,16,15,13,12.0
6242,62,15.232,14,17,0,9,1,23,15,0,67.0
6243,62,11.662,14,17,0,21,10,11,15,4,46.0
6244,62,8.602,14,17,0,2,5,10,15,4,20.0
6245,62,17.493,14,17,0,24,12,8,15,0,92.0
6246,62,2.828,14,17,0,13,2,10,15,12,0.0
6247,62,13.892,14,17,0,7,4,5,15,1,57.0
6248,62,5.831,14,17,0,20,3,12,15,11,7.0
6249,62,16.125,14,17,0,23,14,9,15,0,79.0
6250,62,14.213,14,17,0,20,6,6,15,0,60.0
6251,62,4.243,14,17,0,18,3,14,15,11,5.0
6252,62,9.487,14,17,0,24,1,8,15,17,23.0
6253,62,12.369,14,17,0,7,3,14,15,2,50.0
6254,62,4.243,14,17,0,18,1,14,15,17,5.0
6255,62,9.22,14,17,0,3,7,3,15,1,21.0
6256,62,9.22,14,17,0,2,6,4,15,2,21.0
6257,62,14.56,14,17,0,1,8,11,15,10,64.0
6258,62,15.297,14,17,0,30,1,2,15,17,70.0
6259,62,19.849,14,17,0,28,12,4,15,0,96.0
6260,62,14.318,14,17,0,21,13,11,15,1,61.0
6261,62,10.198,14,17,0,17,1,15,15,4,27.0
6262,62,16.279,14,17,0,31,1,1,15,17,85.0
6263,62,8.062,14,17,0,8,4,4,15,10,16.0
6264,62,11.0,14,17,0,4,4,28,15,14,38.0
6265,62,15.0,14,17,0,21,6,5,15,0,66.0
6266,62,16.155,14,17,0,10,3,2,15,2,83.0
6267,62,15.264,14,17,0,8,5,4,15,0,69.0
6268,62,20.518,14,17,0,30,11,2,15,0,98.0
6269,62,11.18,14,17,0,13,2,19,15,3,41.0
6270,62,10.44,14,17,0,18,1,14,15,4,32.0
6271,62,15.297,14,17,0,18,6,14,15,0,70.0
6272,62,15.232,14,17,0,21,14,11,15,0,67.0
6273,62,3.606,14,17,0,17,3,15,15,11,3.0
6274,62,17.493,14,17,0,6,2,26,15,0,92.0
6275,62,15.556,14,17,0,4,1,28,15,3,73.0
6276,62,15.524,14,17,0,19,6,13,15,0,72.0
6277,62,7.211,14,17,0,5,6,1,15,2,13.0
6278,62,21.932,14,17,0,31,12,1,15,0,99.0
6279,62,9.849,14,17,0,5,9,21,15,0,26.0
6280,62,11.402,14,17,0,16,9,10,15,0,43.0
6281,62,12.649,14,17,0,3,0,29,15,18,51.0
6282,62,10.817,14,17,0,3,9,23,15,0,35.0
6283,62,14.56,14,17,0,11,14,21,15,0,64.0
6284,62,10.77,14,17,0,11,10,21,15,4,34.0
6285,62,15.556,14,17,0,26,8,6,15,3,73.0
6286,62,16.155,14,17,0,9,2,23,15,0,83.0
6287,62,10.817,14,17,0,0,10,6,15,2,35.0
6288,62,19.209,14,17,0,0,16,2,15,2,95.0
6289,62,14.142,14,17,0,1,2,31,15,16,59.0
6290,62,11.402,14,17,0,4,7,28,15,11,43.0
6291,62,11.402,14,17,0,12,11,20,15,3,43.0
6292,62,8.062,14,17,0,5,7,1,15,1,16.0
6293,62,16.125,14,17,0,23,14,9,15,0,79.0
6294,62,11.045,14,17,0,4,5,20,15,13,39.0
6295,62,16.553,14,17,0,0,11,2,15,1,86.0
6296,62,13.0,14,17,0,9,12,12,15,2,54.0
6297,62,3.0,14,17,0,18,0,14,15,14,2.0
6298,62,7.616,14,17,0,22,3,10,15,11,14.0
6299,62,10.198,14,17,0,13,1,19,15,4,27.0
6300,63,15.133,2,9,12,21,1,11,12,17,62.0
6301,63,10.0,2,9,12,2,3,19,12,2,27.0
6302,63,6.325,2,9,12,17,1,15,12,4,14.0
6303,63,9.487,2,9,12,32,19,0,12,0,23.0
6304,63,10.198,2,9,12,21,2,2,12,12,28.0
6305,63,5.385,2,9,12,1,7,11,12,1,10.0
6306,63,10.817,2,9,12,12,10,0,12,2,32.0
6307,63,6.083,2,9,12,4,3,8,12,2,13.0
6308,63,15.62,2,9,12,13,0,19,12,14,65.0
6309,63,10.63,2,9,12,11,2,1,12,4,31.0
6310,63,6.708,2,9,12,6,3,6,12,2,15.0
6311,63,9.487,2,9,12,14,6,18,12,0,23.0
6312,63,8.062,2,9,12,15,2,17,12,3,18.0
6313,63,3.606,2,9,12,26,11,6,12,0,4.0
6314,63,15.811,2,9,12,28,1,4,12,17,66.0
6315,63,8.544,2,9,12,15,6,17,12,0,20.0
6316,63,26.42,2,9,12,0,3,7,12,0,99.0
6317,63,3.162,2,9,12,18,6,8,12,0,2.0
6318,63,16.763,2,9,12,1,11,5,12,1,74.0
6319,63,12.042,2,9,12,22,0,10,12,14,40.0
6320,63,20.0,2,9,12,7,4,25,12,14,81.0
6321,63,13.0,2,9,12,28,4,4,12,14,49.0
6322,63,13.342,2,9,12,1,3,6,12,0,50.0
6323,63,13.416,2,9,12,5,6,1,12,2,51.0
6324,63,8.602,2,9,12,10,4,2,12,1,21.0
6325,63,14.866,2,9,12,28,2,4,12,16,59.0
6326,63,13.601,2,9,12,2,3,5,12,0,53.0
6327,63,11.0,2,9,12,1,12,20,12,2,34.0
6328,63,11.662,2,9,12,17,2,6,12,12,38.0
6329,63,3.162,2,9,12,22,15,10,12,0,2.0
6330,63,14.318,2,9,12,20,2,12,12,16,56.0
6331,63,2.236,2,9,12,24,11,8,12,0,1.0
6332,63,12.166,2,9,12,11,14,21,12,0,45.0
6333,63,13.454,2,9,12,0,6,0,12,12,52.0
6334,63,20.025,2,9,12,3,1,29,12,3,82.0
6335,63,5.385,2,9,12,28,7,4,12,4,10.0
6336,63,5.0,2,9,12,17,9,4,12,2,9.0
6337,63,14.866,2,9,12,12,2,11,12,12,59.0
6338,63,24.597,2,9,12,1,5,23,12,13,95.0
6339,63,5.385,2,9,12,28,7,4,12,4,10.0
6340,63,23.087,2,9,12,0,14,32,12,4,91.0
